,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
191,  61TG20020206,  SR03,3.0,2.0,10.0,10.0,2.0,20020221.0,-62.5,140.003, 4039,   2027.4,   0.6960,  34.7030,2.0,  34.7140,2.0,    214.7,2.0,   110.90,2.0,    33.13,2.0,     0.01,2.0,  -999.00,9.0,     0.03,2.0,   2263.7,2.0,  -999.00,9.0,   0.5772
192,  61TG20020206,  SR03,3.0,2.0,9.0,9.0,2.0,20020221.0,-62.5,140.003, 4039,   2281.9,   0.5250,  34.6940,2.0,  34.7050,2.0,    218.1,2.0,   114.00,2.0,    33.39,2.0,     0.01,2.0,     2.12,2.0,     0.03,2.0,   2261.1,2.0,  -999.00,9.0,   0.3896
193,  61TG20020206,  SR03,3.0,2.0,8.0,8.0,2.0,20020221.0,-62.5,140.003, 4039,   2539.4,   0.3700,  34.6870,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.2171
194,  61TG20020206,  SR03,3.0,2.0,7.0,7.0,2.0,20020221.0,-62.5,140.003, 4039,   2540.2,   0.3690,  34.6870,2.0,  34.6980,2.0,    222.0,2.0,   116.60,2.0,    33.53,2.0,     0.01,2.0,     2.10,2.0,     0.01,2.0,   2256.7,2.0,  -999.00,9.0,   0.2160
195,  61TG20020206,  SR03,3.0,2.0,6.0,6.0,2.0,20020221.0,-62.5,140.003, 4039,   3051.6,   0.1250,  34.6780,2.0,  34.6870,2.0,    230.2,2.0,   118.40,2.0,    33.43,2.0,     0.01,2.0,     2.11,2.0,     0.02,2.0,   2259.0,2.0,  -999.00,9.0,  -0.0658
196,  61TG20020206,  SR03,3.0,2.0,4.0,4.0,2.0,20020221.0,-62.5,140.003, 4039,   3563.3,  -0.0610,  34.6690,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.2933
197,  61TG20020206,  SR03,3.0,2.0,3.0,3.0,2.0,20020221.0,-62.5,140.003, 4039,   3563.9,  -0.0610,  34.6690,2.0,  34.6800,2.0,    238.6,2.0,   114.90,2.0,    33.40,2.0,     0.01,2.0,     2.07,2.0,     0.02,2.0,   2258.0,2.0,  -999.00,9.0,  -0.2934
198,  61TG20020206,  SR03,3.0,2.0,2.0,2.0,2.0,20020221.0,-62.5,140.003, 4039,   3820.6,  -0.1600,  34.6610,2.0,  34.6720,2.0,    244.2,2.0,   110.20,2.0,    33.12,2.0,     0.01,2.0,     2.06,2.0,     0.04,2.0,   2256.3,2.0,  -999.00,9.0,  -0.4140
199,  61TG20020206,  SR03,3.0,2.0,5.0,5.0,2.0,20020221.0,-62.5,140.003, 4039,   3892.7,  -0.2470,  34.6540,2.0,  34.6630,2.0,    248.9,2.0,   106.00,2.0,    32.91,2.0,     0.02,2.0,     2.08,2.0,     0.04,2.0,   2255.7,2.0,  -999.00,9.0,  -0.5055
200,  61TG20020206,  SR03,3.0,2.0,1.0,1.0,2.0,20020221.0,-62.5,140.003, 4039,   3956.4,  -0.3530,  34.6460,2.0,  34.6550,2.0,    255.9,2.0,   100.80,2.0,    32.87,2.0,     0.02,2.0,     2.08,2.0,     0.04,2.0,   2252.6,2.0,  -999.00,9.0,  -0.6146
201,  61TG20020206,  SR03,3.0,3.0,24.0,24.0,2.0,20020221.0,-62.5,140.003, 4039,     10.7,   1.3800,  33.6760,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.3795
202,  61TG20020206,  SR03,3.0,3.0,23.0,23.0,2.0,20020221.0,-62.5,140.003, 4039,     10.9,   1.3760,  33.6760,2.0,  33.6860,2.0,    347.1,2.0,    20.60,2.0,    26.00,2.0,     0.25,2.0,     1.59,2.0,     0.46,2.0,   2138.1,3.0,     0.02,5.0,   1.3755
203,  61TG20020206,  SR03,3.0,3.0,22.0,22.0,2.0,20020221.0,-62.5,140.003, 4039,     20.7,   1.3780,  33.6760,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.3771
204,  61TG20020206,  SR03,3.0,3.0,21.0,21.0,2.0,20020221.0,-62.5,140.003, 4039,     21.0,   1.3770,  33.6760,2.0,  33.6870,2.0,    342.0,2.0,    20.50,2.0,    26.04,2.0,     0.25,2.0,     1.52,2.0,     0.48,2.0,   2141.9,3.0,     0.03,5.0,   1.3761
205,  61TG20020206,  SR03,3.0,3.0,20.0,20.0,2.0,20020221.0,-62.5,140.003, 4039,     30.3,   1.3710,  33.6770,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.3696
206,  61TG20020206,  SR03,3.0,3.0,19.0,19.0,2.0,20020221.0,-62.5,140.003, 4039,     30.5,   1.3690,  33.6760,2.0,  33.6860,2.0,    342.3,2.0,    20.70,2.0,    26.03,2.0,     0.24,2.0,     1.48,2.0,     0.45,2.0,   2142.2,3.0,     0.03,5.0,   1.3676
207,  61TG20020206,  SR03,3.0,3.0,17.0,17.0,2.0,20020221.0,-62.5,140.003, 4039,     40.3,   1.0780,  33.7230,2.0,  33.7200,2.0,    345.1,2.0,    24.10,2.0,    25.78,2.0,     0.22,2.0,     1.59,2.0,     0.45,2.0,   2140.6,3.0,     0.06,5.0,   1.0763
208,  61TG20020206,  SR03,3.0,3.0,18.0,18.0,2.0,20020221.0,-62.5,140.003, 4039,     40.7,   1.0620,  33.7230,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.0603
209,  61TG20020206,  SR03,3.0,3.0,15.0,15.0,2.0,20020221.0,-62.5,140.003, 4039,     49.2,   1.0070,  33.7300,2.0,  33.7310,2.0,    345.9,2.0,    26.00,2.0,    25.76,2.0,     0.21,2.0,     1.63,2.0,     0.39,2.0,   2147.7,3.0,     0.18,5.0,   1.0049
210,  61TG20020206,  SR03,3.0,3.0,16.0,16.0,2.0,20020221.0,-62.5,140.003, 4039,     50.2,   1.0370,  33.7260,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.0349
211,  61TG20020206,  SR03,3.0,3.0,13.0,13.0,2.0,20020221.0,-62.5,140.003, 4039,     60.8,   0.3960,  33.8830,2.0,  33.8550,0.0,    332.7,2.0,    39.70,2.0,    29.07,2.0,     0.23,2.0,     1.88,2.0,     0.42,2.0,   1638.6,4.0,     0.38,5.0,   0.3937
212,  61TG20020206,  SR03,3.0,3.0,14.0,14.0,2.0,20020221.0,-62.5,140.003, 4039,     60.9,   0.6070,  33.8250,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.6046
213,  61TG20020206,  SR03,3.0,3.0,11.0,11.0,2.0,20020221.0,-62.5,140.003, 4039,     81.8,   0.1100,  34.2430,2.0,  34.2560,2.0,    268.5,2.0,    53.80,2.0,    33.28,2.0,     0.17,2.0,     2.19,2.0,     0.75,2.0,   2226.0,2.0,     0.46,5.0,   0.1070
214,  61TG20020206,  SR03,3.0,3.0,12.0,12.0,2.0,20020221.0,-62.5,140.003, 4039,     82.0,   0.0920,  34.2420,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.0891
215,  61TG20020206,  SR03,3.0,3.0,9.0,9.0,2.0,20020221.0,-62.5,140.003, 4039,     99.9,   1.5500,  34.4850,2.0,  34.5140,0.0,    188.5,2.0,    68.80,2.0,    35.90,2.0,     0.09,2.0,     2.30,2.0,     0.04,2.0,   2255.0,2.0,     0.31,5.0,   1.5451
216,  61TG20020206,  SR03,3.0,3.0,10.0,10.0,2.0,20020221.0,-62.5,140.003, 4039,    100.4,   1.4770,  34.4650,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.4722
217,  61TG20020206,  SR03,3.0,3.0,7.0,7.0,2.0,20020221.0,-62.5,140.003, 4039,    124.8,   1.8560,  34.5500,2.0,  34.5630,2.0,    182.0,2.0,    71.40,2.0,    35.98,2.0,     0.04,2.0,     2.29,2.0,     0.02,2.0,   -999.0,9.0,     0.12,5.0,   1.8496
218,  61TG20020206,  SR03,3.0,3.0,8.0,8.0,2.0,20020221.0,-62.5,140.003, 4039,    125.5,   1.8550,  34.5500,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.8485
219,  61TG20020206,  SR03,3.0,3.0,6.0,6.0,2.0,20020221.0,-62.5,140.003, 4039,    150.8,   1.8310,  34.5660,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.8232
220,  61TG20020206,  SR03,3.0,3.0,5.0,5.0,2.0,20020221.0,-62.5,140.003, 4039,    151.0,   1.8270,  34.5690,2.0,  34.5800,2.0,    181.6,2.0,    73.10,2.0,    35.76,2.0,     0.04,2.0,     2.27,2.0,     0.02,2.0,   2256.4,2.0,     0.14,5.0,   1.8192
221,  61TG20020206,  SR03,3.0,3.0,3.0,3.0,2.0,20020221.0,-62.5,140.003, 4039,    201.6,   1.8180,  34.6080,2.0,  34.6170,2.0,    181.7,2.0,    75.60,2.0,    35.23,2.0,     0.03,2.0,     2.24,2.0,     0.04,2.0,   2262.5,2.0,     0.15,5.0,   1.8075
222,  61TG20020206,  SR03,3.0,3.0,4.0,4.0,2.0,20020221.0,-62.5,140.003, 4039,    202.6,   1.8170,  34.6060,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.8064
223,  61TG20020206,  SR03,3.0,3.0,1.0,1.0,2.0,20020221.0,-62.5,140.003, 4039,    302.9,   1.8070,  34.6560,2.0,  34.6690,2.0,    185.6,2.0,    77.70,2.0,    34.29,2.0,     0.02,2.0,     2.18,2.0,     0.03,2.0,   2257.0,2.0,  -999.00,9.0,   1.7910
224,  61TG20020206,  SR03,3.0,3.0,2.0,2.0,2.0,20020221.0,-62.5,140.003, 4039,    303.6,   1.8380,  34.6600,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.8218
225,  61TG20020206,  SR03,2.0,2.0,19.0,19.0,2.0,20020222.0,-61.75,140.002, 4264,      5.2,   1.6310,  33.7490,2.0,-999.0000,9.0,   -999.0,-999.0,    17.00,2.0,    26.34,2.0,     0.26,2.0,  -999.00,9.0,     0.63,2.0,   -999.0,9.0,  -999.00,9.0,   1.6308
226,  61TG20020206,  SR03,2.0,2.0,22.0,22.0,2.0,20020222.0,-61.75,140.002, 4264,     40.5,   1.5990,  33.7510,2.0,-999.0000,9.0,   -999.0,-999.0,    17.20,2.0,    26.36,2.0,     0.26,2.0,  -999.00,9.0,     0.64,2.0,   -999.0,9.0,  -999.00,9.0,   1.5971
227,  61TG20020206,  SR03,2.0,2.0,23.0,23.0,2.0,20020222.0,-61.75,140.002, 4264,     62.0,   1.5140,  33.7840,2.0,-999.0000,9.0,   -999.0,-999.0,    17.10,2.0,    26.41,2.0,     0.25,2.0,  -999.00,9.0,     0.69,2.0,   -999.0,9.0,  -999.00,9.0,   1.5111
228,  61TG20020206,  SR03,2.0,2.0,21.0,21.0,2.0,20020222.0,-61.75,140.002, 4264,    502.7,   2.1210,  34.6780,2.0,  34.6860,2.0,    182.4,2.0,    76.00,2.0,    33.36,2.0,     0.02,2.0,     2.11,2.0,     0.05,2.0,   2254.1,2.0,  -999.00,9.0,   2.0922
229,  61TG20020206,  SR03,2.0,2.0,24.0,24.0,2.0,20020222.0,-61.75,140.002, 4264,    502.9,   2.1220,  34.6790,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   2.0932
230,  61TG20020206,  SR03,2.0,2.0,20.0,20.0,2.0,20020222.0,-61.75,140.002, 4264,    758.9,   1.9510,  34.7210,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.9070
231,  61TG20020206,  SR03,2.0,2.0,18.0,18.0,2.0,20020222.0,-61.75,140.002, 4264,    759.6,   1.9510,  34.7210,2.0,  34.7240,2.0,    191.0,2.0,    79.90,2.0,    32.34,2.0,     0.01,2.0,     2.03,2.0,     0.05,2.0,   2255.7,2.0,  -999.00,9.0,   1.9069
232,  61TG20020206,  SR03,2.0,2.0,17.0,17.0,2.0,20020222.0,-61.75,140.002, 4264,   1009.8,   1.7790,  34.7410,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.7197
233,  61TG20020206,  SR03,2.0,2.0,16.0,16.0,2.0,20020222.0,-61.75,140.002, 4264,   1010.1,   1.7750,  34.7410,2.0,  34.7440,2.0,    198.9,2.0,    84.40,2.0,    31.67,2.0,     0.01,2.0,     2.01,2.0,     0.03,2.0,   2252.5,2.0,  -999.00,9.0,   1.7157
234,  61TG20020206,  SR03,2.0,2.0,15.0,15.0,2.0,20020222.0,-61.75,140.002, 4264,   1265.1,   1.5720,  34.7420,2.0,  34.7470,2.0,    202.9,2.0,    89.90,2.0,    31.69,2.0,     0.01,2.0,     2.01,9.0,     0.04,2.0,   2255.7,2.0,  -999.00,9.0,   1.4971
235,  61TG20020206,  SR03,2.0,2.0,13.0,13.0,2.0,20020222.0,-61.75,140.002, 4264,   1518.9,   1.3700,  34.7360,2.0,  34.7370,2.0,    206.2,2.0,    95.60,2.0,    31.84,2.0,     0.01,2.0,     2.02,2.0,     0.04,2.0,   2257.4,2.0,  -999.00,9.0,   1.2793
236,  61TG20020206,  SR03,2.0,2.0,14.0,14.0,2.0,20020222.0,-61.75,140.002, 4264,   1519.6,   1.3690,  34.7360,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.2783
237,  61TG20020206,  SR03,2.0,2.0,12.0,12.0,2.0,20020222.0,-61.75,140.002, 4264,   1774.4,   1.1560,  34.7260,2.0,-999.0000,9.0,    208.9,2.0,   101.70,2.0,    32.23,2.0,     0.01,2.0,     1.90,3.0,     0.04,2.0,   2257.9,2.0,  -999.00,9.0,   1.0493
238,  61TG20020206,  SR03,2.0,2.0,11.0,11.0,2.0,20020222.0,-61.75,140.002, 4264,   2028.1,   0.9490,  34.7160,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,     2.05,2.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.8262
239,  61TG20020206,  SR03,2.0,2.0,10.0,10.0,2.0,20020222.0,-61.75,140.002, 4264,   2028.8,   0.9490,  34.7160,2.0,  34.7210,2.0,    211.0,2.0,   107.30,2.0,    32.69,2.0,     0.01,2.0,  -999.00,9.0,     0.03,2.0,   2259.4,3.0,  -999.00,9.0,   0.8261
240,  61TG20020206,  SR03,2.0,2.0,9.0,9.0,2.0,20020222.0,-61.75,140.002, 4264,   2283.3,   0.7500,  34.7060,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.6105
241,  61TG20020206,  SR03,2.0,2.0,8.0,8.0,2.0,20020222.0,-61.75,140.002, 4264,   2539.0,   0.5390,  34.6930,2.0,  34.6930,2.0,    218.3,2.0,   115.20,2.0,    33.21,2.0,     0.01,2.0,     2.14,2.0,     0.04,2.0,   2264.8,2.0,  -999.00,9.0,   0.3828
242,  61TG20020206,  SR03,2.0,2.0,7.0,7.0,2.0,20020222.0,-61.75,140.002, 4264,   2793.8,   0.3880,  34.6870,2.0,  34.6820,2.0,    221.8,2.0,   118.20,2.0,    33.17,2.0,     0.01,2.0,     2.13,2.0,     0.05,2.0,   2260.7,2.0,  -999.00,9.0,   0.2136
243,  61TG20020206,  SR03,2.0,2.0,5.0,5.0,2.0,20020222.0,-61.75,140.002, 4264,   3048.2,   0.2470,  34.6820,2.0,  34.6820,2.0,    226.6,2.0,   120.30,2.0,    33.28,2.0,     0.01,2.0,     2.13,2.0,     0.05,2.0,   2262.9,2.0,  -999.00,9.0,   0.0538
244,  61TG20020206,  SR03,2.0,2.0,6.0,6.0,2.0,20020222.0,-61.75,140.002, 4264,   3049.3,   0.2470,  34.6820,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   0.0537
245,  61TG20020206,  SR03,2.0,2.0,4.0,4.0,2.0,20020222.0,-61.75,140.002, 4264,   3564.1,   0.0280,  34.6720,2.0,  34.6730,2.0,    235.3,2.0,   117.90,2.0,    33.26,2.0,     0.01,2.0,     2.12,2.0,     0.05,2.0,   2261.0,2.0,  -999.00,9.0,  -0.2067
246,  61TG20020206,  SR03,2.0,2.0,2.0,2.0,2.0,20020222.0,-61.75,140.002, 4264,   3820.6,  -0.0680,  34.6670,2.0,  34.6850,2.0,    240.5,2.0,   114.20,2.0,    33.07,2.0,     0.01,2.0,     2.12,2.0,     0.05,2.0,   2255.7,3.0,  -999.00,9.0,  -0.3247
247,  61TG20020206,  SR03,2.0,2.0,3.0,3.0,2.0,20020222.0,-61.75,140.002, 4264,   4022.3,  -0.1520,  34.6610,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,  -0.4259
248,  61TG20020206,  SR03,2.0,2.0,1.0,1.0,2.0,20020222.0,-61.75,140.002, 4264,   4023.7,  -0.1530,  34.6610,2.0,  34.6580,2.0,    245.0,2.0,   110.80,2.0,    32.80,2.0,     0.01,2.0,     2.10,2.0,     0.05,2.0,   2257.9,3.0,  -999.00,9.0,  -0.4270
249,  61TG20020206,  SR03,2.0,3.0,23.0,23.0,2.0,20020222.0,-61.75,140.002, 4264,     10.2,   1.6690,  33.7490,2.0,  33.7300,2.0,    340.0,2.0,    16.70,2.0,    26.26,2.0,     0.26,2.0,     1.58,2.0,     0.59,2.0,   2152.2,2.0,     0.07,5.0,   1.6685
250,  61TG20020206,  SR03,2.0,3.0,24.0,24.0,2.0,20020222.0,-61.75,140.002, 4264,     10.8,   1.6760,  33.7480,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.6755
251,  61TG20020206,  SR03,2.0,3.0,22.0,22.0,2.0,20020222.0,-61.75,140.002, 4264,     20.5,   1.6250,  33.7480,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.6240
252,  61TG20020206,  SR03,2.0,3.0,21.0,21.0,2.0,20020222.0,-61.75,140.002, 4264,     20.7,   1.6240,  33.7480,2.0,  33.7300,2.0,    339.9,2.0,    16.70,2.0,    26.38,2.0,     0.26,2.0,     1.55,2.0,      0.6,2.0,   2147.9,2.0,     0.08,5.0,   1.6230
253,  61TG20020206,  SR03,2.0,3.0,19.0,19.0,2.0,20020222.0,-61.75,140.002, 4264,     30.6,   1.6080,  33.7480,2.0,  33.7430,2.0,    340.0,2.0,    16.70,2.0,    26.36,2.0,     0.26,2.0,     1.57,2.0,     0.61,2.0,   2145.9,2.0,     0.08,5.0,   1.6066
254,  61TG20020206,  SR03,2.0,3.0,20.0,20.0,2.0,20020222.0,-61.75,140.002, 4264,     31.2,   1.6090,  33.7480,2.0,-999.0000,9.0,   -999.0,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,-999.0,  -999.00,9.0,     -999,-999.0,   -999.0,9.0,  -999.00,9.0,   1.6075
255,  61TG20020206,  SR03,2.0,3.0,17.0,17.0,2.0,20020222.0,-61.75,140.002, 4264,     40.4,   1.6050,  33.7490,2.0,  33.7020,0.0,   -999.0,-999.0,    16.80,2.0,    26.30,2.0,     0.26,2.0,     1.56,2.0,     0.61,2.0,   2146.5,2.0,     0.07,5.0,   1.6031
