,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
198,09SS20090203, P15,10.0,1.0,18.0,-999.0,9.0,20090209.0,428.0,-46.3378,-171.3544,5084,263.8,9.718,34.678,2.0,-999,9.0,241.1,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2257.3,4.0,2308,3.0,9.6879
199,09SS20090203, P15,10.0,1.0,17.0,12024.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,364.9,8.988,34.594,2.0,34.5938,2.0,246.8,2.0,246.3,2.0,-999,9.0,16.57,2.0,1.11,2.0,-999,9.0,-999,9.0,2127.1,2.0,2285.7,2.0,8.9482
200,09SS20090203, P15,10.0,1.0,16.0,12001.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,463.9,8.12,34.488,2.0,34.4926,2.0,242.6,2.0,242.5,2.0,-999,9.0,19.17,2.0,-999,9.0,-999,9.0,-999,9.0,2134.5,2.0,2284.3,6.0,8.0722
201,09SS20090203, P15,10.0,1.0,15.0,12025.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,546.8,7.638,34.433,2.0,34.4376,2.0,248.3,2.0,249.1,2.0,7.02,2.0,20.02,2.0,1.35,2.0,-999,9.0,-999,9.0,2136.4,2.0,2283.1,2.0,7.5834
202,09SS20090203, P15,10.0,1.0,14.0,12041.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,629.7,7.406,34.427,2.0,34.4305,2.0,242.2,2.0,243.3,2.0,8.12,2.0,21.28,2.0,1.42,2.0,-999,9.0,-999,9.0,2139.5,2.0,2281.5,2.0,7.3438
203,09SS20090203, P15,10.0,1.0,13.0,12012.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,832.7,6.541,34.37,2.0,34.3741,2.0,229.9,2.0,231.4,2.0,12.77,2.0,24.26,2.0,1.6,2.0,-999,9.0,-999,9.0,2152,2.0,2282.7,2.0,6.4631
204,09SS20090203, P15,10.0,1.0,12.0,12022.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,1030.7,5.626,34.378,2.0,34.3854,2.0,205.3,2.0,205.1,2.0,24.2,2.0,27.85,2.0,1.86,2.0,-999,9.0,-999,9.0,2178.4,6.0,2293.9,6.0,5.5352
205,09SS20090203, P15,10.0,1.0,11.0,12016.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,1231.7,4.293,34.347,2.0,34.3513,2.0,201.7,2.0,203.4,2.0,37.01,2.0,30.54,2.0,2.08,2.0,-999,9.0,-999,9.0,2201.3,2.0,2301.6,2.0,4.1952
206,09SS20090203, P15,10.0,1.0,10.0,12019.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,1414.2,3.366,34.379,2.0,34.3843,2.0,192.2,2.0,193.8,2.0,50.61,2.0,32.55,2.0,2.23,2.0,-999,9.0,-999,9.0,2222.2,2.0,2311.6,2.0,3.2618
207,09SS20090203, P15,10.0,1.0,9.0,12031.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,1748.4,2.767,34.533,2.0,-999,9.0,171.4,2.0,172.3,2.0,74.31,2.0,34,2.0,2.33,2.0,-999,9.0,-999,9.0,2251.3,2.0,2337.3,2.0,2.6412
208,09SS20090203, P15,10.0,1.0,8.0,12021.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,1996.7,2.508,34.612,2.0,34.6168,2.0,169.9,2.0,-999,9.0,81.67,2.0,33.59,2.0,2.3,2.0,-999,9.0,-999,9.0,2259.2,2.0,2342.9,2.0,2.3642
209,09SS20090203, P15,10.0,1.0,7.0,12032.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,2332.4,2.261,34.69,2.0,34.6949,2.0,178.5,2.0,-999,9.0,85.22,2.0,32.05,2.0,2.21,2.0,-999,9.0,-999,9.0,2254.5,2.0,2350.1,2.0,2.0911
210,09SS20090203, P15,10.0,1.0,6.0,12007.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,2833,1.918,34.733,2.0,34.7368,2.0,190.7,2.0,191.7,2.0,92.56,2.0,30.77,2.0,2.12,2.0,-999,9.0,-999,9.0,2252.2,2.0,2353.1,2.0,1.7079
211,09SS20090203, P15,10.0,1.0,5.0,12055.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,3330.4,1.506,34.731,2.0,34.7355,2.0,198.4,2.0,198.9,2.0,104.56,2.0,31.08,2.0,2.15,2.0,-999,9.0,-999,9.0,2258.8,2.0,2357.6,2.0,1.2566
212,09SS20090203, P15,10.0,1.0,4.0,12009.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,3831.8,1.168,34.718,2.0,34.7221,2.0,204.4,2.0,205.6,2.0,114.77,2.0,31.34,2.0,2.19,2.0,-999,9.0,-999,9.0,2258,2.0,2360,2.0,0.8761
213,09SS20090203, P15,10.0,1.0,3.0,12033.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,4331.9,0.996,34.709,2.0,34.7133,2.0,208.3,2.0,207.2,2.0,120.8,2.0,31.92,2.0,2.21,2.0,-999,9.0,-999,9.0,2260.7,2.0,2361.7,2.0,0.6553
214,09SS20090203, P15,10.0,1.0,2.0,12006.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,4915.2,0.972,34.705,2.0,34.7094,2.0,209.8,2.0,208.9,2.0,123.59,2.0,31.91,2.0,2.22,2.0,-999,9.0,-999,9.0,2262.3,2.0,2363.5,2.0,0.5656
215,09SS20090203, P15,10.0,1.0,1.0,12045.0,2.0,20090209.0,428.0,-46.3378,-171.3544,5084,5176,0.995,34.704,2.0,34.7107,2.0,210.3,2.0,208.7,2.0,123.85,2.0,31.8,2.0,2.22,2.0,-999,9.0,-999,9.0,2261.6,6.0,2364,6.0,0.5567
216,09SS20090203, P15,11.0,1.0,24.0,12015.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,3.5,14.095,34.697,2.0,34.7004,2.0,258.5,2.0,256.8,2.0,0.68,2.0,3.46,2.0,0.3,2.0,2.976,2.0,1.745,2.0,2057.9,2.0,2300.2,2.0,14.0945
217,09SS20090203, P15,11.0,1.0,23.0,12046.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,47.2,13.824,34.709,2.0,34.7135,2.0,258.4,2.0,257,2.0,0.72,2.0,3.64,2.0,0.32,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,13.8173
218,09SS20090203, P15,11.0,1.0,22.0,12020.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,96.3,12,35.011,2.0,35.0134,2.0,248.2,2.0,246.8,2.0,2.26,2.0,8.43,2.0,0.61,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,11.9875
219,09SS20090203, P15,11.0,1.0,21.0,12003.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,146.7,11.506,34.939,2.0,34.9417,2.0,245.1,2.0,243.9,2.0,2.68,2.0,9.48,2.0,0.69,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,11.4874
220,09SS20090203, P15,11.0,1.0,20.0,12051.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,198.6,10.814,34.836,2.0,34.837,2.0,248.5,2.0,246.9,2.0,2.87,2.0,10.41,2.0,0.76,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,10.7898
221,09SS20090203, P15,11.0,1.0,19.0,12010.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,249.1,10.407,34.789,2.0,34.7906,2.0,248.5,2.0,248,2.0,3.13,2.0,11.33,2.0,0.83,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,10.3774
222,09SS20090203, P15,11.0,1.0,18.0,12018.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,300.1,10.011,34.751,2.0,34.7527,2.0,234.8,2.0,234,2.0,4.44,2.0,14.35,2.0,1,2.0,3.255,2.0,1.918,2.0,-999,9.0,-999,9.0,9.9761
223,09SS20090203, P15,11.0,1.0,17.0,12024.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,400.3,9.313,34.662,2.0,34.6638,2.0,236.4,2.0,235.4,2.0,5.06,2.0,16.18,2.0,1.11,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,9.2683
224,09SS20090203, P15,11.0,1.0,16.0,12001.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,499,8.335,34.526,2.0,34.5281,2.0,236.9,2.0,236.2,2.0,6.25,2.0,18.9,2.0,1.29,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,8.2826
225,09SS20090203, P15,11.0,1.0,15.0,12025.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,599.4,7.695,34.454,2.0,34.4562,2.0,239.2,2.0,239.1,2.0,7.32,2.0,20.6,2.0,1.39,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,7.6346
226,09SS20090203, P15,11.0,1.0,14.0,12041.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,698.3,7.247,34.42,2.0,34.4221,2.0,236.9,2.0,237.3,2.0,8.99,2.0,21.98,2.0,1.47,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,7.1786
227,09SS20090203, P15,11.0,1.0,13.0,12012.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,897.4,6.148,34.347,2.0,34.3498,2.0,228.6,2.0,229.3,2.0,15.85,2.0,25.2,2.0,1.69,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,6.0663
228,09SS20090203, P15,11.0,1.0,12.0,12022.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,1099.4,5.319,34.381,2.0,34.3841,2.0,200.4,2.0,200.4,2.0,28.55,2.0,28.72,2.0,1.94,2.0,1.361,3.0,0.662,3.0,-999,9.0,-999,9.0,5.2242
229,09SS20090203, P15,11.0,1.0,11.0,12016.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,1298.6,3.919,34.341,2.0,34.3482,2.0,201.4,2.0,202.4,2.0,40.16,2.0,31.55,2.0,2.13,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.819
230,09SS20090203, P15,11.0,1.0,10.0,12019.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,1498.3,3.239,34.432,2.0,34.4336,2.0,182.4,2.0,183.3,2.0,57.45,2.0,33.24,2.0,2.26,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,3.1289
231,09SS20090203, P15,11.0,1.0,9.0,12031.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,1696.7,2.88,34.496,2.0,34.4995,2.0,175,2.0,175.3,2.0,66.58,2.0,33.91,2.0,2.3,2.0,0.824,2.0,0.367,2.0,-999,9.0,-999,9.0,2.7573
232,09SS20090203, P15,11.0,1.0,8.0,12021.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,1997.6,2.507,34.613,2.0,34.6148,2.0,169.7,2.0,169.5,2.0,82.22,2.0,33.83,2.0,2.28,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,2.3632
233,09SS20090203, P15,11.0,1.0,7.0,12032.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,2498.2,2.16,34.711,2.0,34.7145,2.0,183.4,2.0,183.3,2.0,86.55,2.0,31.66,2.0,2.15,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.9767
234,09SS20090203, P15,11.0,1.0,6.0,12007.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,2997.6,1.77,34.735,2.0,34.7384,2.0,194.2,2.0,193.8,2.0,97,2.0,30.87,2.0,2.12,2.0,0.105,2.0,0.042,2.0,-999,9.0,-999,9.0,1.5472
235,09SS20090203, P15,11.0,1.0,5.0,12055.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,3496.1,1.369,34.726,2.0,34.7292,2.0,201,2.0,200.9,2.0,108.87,2.0,31.37,2.0,2.15,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,1.1063
236,09SS20090203, P15,11.0,1.0,4.0,12009.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,3999.1,1.062,34.713,2.0,34.7172,2.0,206.9,2.0,205.7,2.0,117.79,2.0,31.98,2.0,2.17,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.7554
237,09SS20090203, P15,11.0,1.0,3.0,12033.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,4498.5,0.969,34.707,2.0,34.7111,2.0,209.8,2.0,-999,9.0,121.37,2.0,31.98,2.0,2.18,2.0,0.194,2.0,0.077,2.0,-999,9.0,-999,9.0,0.6106
238,09SS20090203, P15,11.0,1.0,2.0,12006.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,4998.1,0.983,34.704,2.0,34.7082,2.0,210.5,2.0,207.7,2.0,122.16,2.0,31.89,2.0,2.17,2.0,-999,9.0,-999,9.0,-999,9.0,-999,9.0,0.5664
239,09SS20090203, P15,11.0,1.0,1.0,12045.0,2.0,20090209.0,1147.0,-45.943999999999996,-171.8136,5140,5245.8,0.999,34.705,2.0,34.708,2.0,212.1,2.0,215.5,2.0,124.68,2.0,32.15,2.0,2.18,2.0,0.249,2.0,0.104,2.0,-999,9.0,-999,9.0,0.552
240,09SS20090203, P15,12.0,1.0,24.0,12015.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,2.5,14.79,34.688,2.0,34.6905,2.0,256.2,2.0,255.3,2.0,0.52,2.0,2.97,2.0,0.28,2.0,2.858,6.0,1.714,6.0,2053.4,6.0,2297.7,6.0,14.7896
241,09SS20090203, P15,12.0,1.0,23.0,12046.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,64.4,12.826,34.668,2.0,34.6778,2.0,270.5,2.0,268.3,2.0,0.51,2.0,5.02,2.0,0.45,2.0,3.257,2.0,1.888,2.0,2073,2.0,2296.9,2.0,12.8173
242,09SS20090203, P15,12.0,1.0,22.0,12020.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,114.3,10.789,34.778,2.0,34.7802,2.0,254,2.0,253.3,2.0,2.43,2.0,10.49,2.0,0.76,2.0,3.426,2.0,1.99,2.0,2104.4,2.0,2294.3,2.0,10.7752
243,09SS20090203, P15,12.0,1.0,21.0,12003.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,165.5,10.422,34.756,2.0,34.7573,2.0,254.7,2.0,254,2.0,2.62,2.0,11.24,2.0,0.8,2.0,3.519,2.0,2.019,2.0,2106.8,2.0,2293.7,2.0,10.4024
244,09SS20090203, P15,12.0,1.0,20.0,12051.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,214.2,10.273,34.765,2.0,34.7667,2.0,248.8,2.0,247.1,2.0,3.23,2.0,12.23,2.0,0.86,2.0,3.484,2.0,1.992,2.0,2114.7,2.0,2289.8,2.0,10.2478
245,09SS20090203, P15,12.0,1.0,19.0,12010.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,263.2,10.077,34.753,2.0,34.7549,2.0,248.9,2.0,248.2,2.0,3.51,2.0,12.91,2.0,0.9,2.0,3.511,2.0,1.991,2.0,2116.7,2.0,2290.4,2.0,10.0463
246,09SS20090203, P15,12.0,1.0,18.0,12018.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,323.5,9.696,34.713,2.0,34.7151,2.0,239.9,2.0,238.8,2.0,4.55,2.0,15.19,2.0,1.04,2.0,3.604,2.0,1.996,2.0,2126.5,2.0,2289.5,2.0,9.6591
247,09SS20090203, P15,12.0,1.0,17.0,12024.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,430.8,8.665,34.565,2.0,34.5668,2.0,235.2,2.0,234.6,2.0,5.93,2.0,18.53,2.0,1.24,2.0,3.58,2.0,1.982,2.0,2135.2,2.0,2281.4,2.0,8.6189
248,09SS20090203, P15,12.0,1.0,16.0,12001.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,532.8,7.863,34.47,2.0,34.474,2.0,238.9,2.0,238.3,2.0,7.05,2.0,20.46,2.0,1.37,2.0,3.687,2.0,1.99,2.0,2140,2.0,2280.1,6.0,7.8089
249,09SS20090203, P15,12.0,1.0,15.0,12025.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,634,7.406,34.425,2.0,34.4291,2.0,243.4,2.0,243.8,2.0,7.97,2.0,21.11,2.0,1.43,2.0,3.638,2.0,1.942,2.0,2139.5,2.0,2282.2,2.0,7.3434
250,09SS20090203, P15,12.0,1.0,14.0,12041.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,751.1,6.934,34.393,2.0,34.3966,2.0,234.2,2.0,234.6,2.0,10.26,2.0,22.73,2.0,1.54,2.0,3.17,6.0,1.675,6.0,2146.5,2.0,2279.9,2.0,6.8619
251,09SS20090203, P15,12.0,1.0,13.0,12012.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,966.1,5.939,34.354,2.0,34.358,2.0,218.7,2.0,218.8,2.0,18.55,2.0,26.36,2.0,1.78,2.0,2.404,2.0,1.228,2.0,2165.6,2.0,2283,2.0,5.8521
252,09SS20090203, P15,12.0,1.0,12.0,12022.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1163.6,4.645,34.338,2.0,34.3427,2.0,206.3,2.0,206.7,2.0,31.83,2.0,29.51,2.0,2.02,2.0,2.021,2.0,0.994,2.0,2191.2,6.0,2294.9,6.0,4.5501
253,09SS20090203, P15,12.0,1.0,11.0,12016.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1363.7,3.689,34.374,2.0,34.3782,2.0,193.6,2.0,194.8,2.0,46.45,2.0,31.97,2.0,2.19,2.0,2.568,4.0,0.743,2.0,2216.3,2.0,2306.9,2.0,3.5856
254,09SS20090203, P15,12.0,1.0,10.0,12019.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1563,3.209,34.45,2.0,34.4548,2.0,179.7,2.0,180.3,2.0,60.38,2.0,33.39,2.0,2.28,2.0,1.01,2.0,0.447,2.0,2236.3,2.0,2321,2.0,3.0937
255,09SS20090203, P15,12.0,1.0,9.0,12031.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1762.8,2.859,34.513,2.0,34.5175,2.0,173.2,2.0,173.5,2.0,70.25,2.0,32.99,2.0,2.31,2.0,0.748,2.0,0.323,2.0,2248.9,2.0,2330.9,2.0,2.7308
256,09SS20090203, P15,12.0,1.0,8.0,12021.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,1980.2,2.583,34.593,2.0,34.597,2.0,168.8,2.0,169.1,2.0,81.07,2.0,33.43,2.0,2.3,2.0,0.412,2.0,0.166,2.0,2259.3,2.0,2341.4,2.0,2.4396
257,09SS20090203, P15,12.0,1.0,7.0,12032.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,2298.8,2.333,34.664,2.0,34.6678,2.0,173.1,2.0,172.4,2.0,87.08,2.0,32.78,2.0,2.25,2.0,0.215,2.0,0.085,2.0,2261.4,2.0,2345.6,2.0,2.165
258,09SS20090203, P15,12.0,1.0,6.0,12007.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,2629.2,2.129,34.716,2.0,34.72,2.0,185.2,2.0,185,2.0,86.65,2.0,31.39,2.0,2.15,2.0,0.164,2.0,0.065,2.0,2252.7,2.0,2346.2,6.0,1.934
259,09SS20090203, P15,12.0,1.0,5.0,12055.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,3163.3,1.705,34.735,2.0,34.7388,2.0,195.9,2.0,195.4,2.0,99.08,2.0,30.86,2.0,2.14,2.0,0.116,2.0,0.043,2.0,2254.9,2.0,2353.2,2.0,1.4675
260,09SS20090203, P15,12.0,1.0,4.0,12009.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,3664,1.3,34.723,2.0,34.7263,2.0,202.8,2.0,201.9,2.0,110.92,2.0,31.13,2.0,2.16,2.0,0.12,2.0,0.049,2.0,2257.1,2.0,2354.8,2.0,1.0219
261,09SS20090203, P15,12.0,1.0,3.0,12033.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4165,1.041,34.711,2.0,34.7143,2.0,208,2.0,206,2.0,118.46,2.0,31.63,2.0,2.18,2.0,0.2,6.0,0.077,6.0,2260.4,2.0,2355.5,2.0,0.7172
262,09SS20090203, P15,12.0,1.0,2.0,12006.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4663.1,0.962,34.706,2.0,34.7096,2.0,210.4,2.0,208,2.0,121.57,2.0,31.95,2.0,2.18,2.0,0.225,2.0,0.092,2.0,2260.6,2.0,2359.3,2.0,0.5852
263,09SS20090203, P15,12.0,1.0,1.0,12045.0,2.0,20090209.0,2020.0,-45.3836,-172.4672,4869,4957.7,0.964,34.706,2.0,34.7086,2.0,211.1,2.0,208.6,2.0,124.3,2.0,31.81,2.0,2.19,2.0,0.246,2.0,0.101,2.0,2262.1,6.0,2360,6.0,0.5528
