,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
74,  35MF20030123,  SR03,4.0,1.0,12.0,2.0,20030131.0,-52.3,145.0, 3300,     98.9,   2.8560,  33.8640,2.0,-999.0000,9.0,    314.2,2.0,   -999.0,9.0,     8.82,2.0,    26.70,2.0,     1.64,2.0,   2150.3,2.0,   2290.4,2.0,     0.50,2.0,   2.8502
75,  35MF20030123,  SR03,4.0,1.0,11.0,2.0,20030131.0,-52.3,145.0, 3300,    116.0,   2.5830,  33.8710,2.0,-999.0000,9.0,    314.2,2.0,   -999.0,9.0,    10.91,2.0,    27.47,2.0,     1.61,2.0,   2150.4,2.0,   2284.6,2.0,     0.28,2.0,   2.5765
76,  35MF20030123,  SR03,4.0,1.0,10.0,2.0,20030131.0,-52.3,145.0, 3300,    147.7,   2.5520,  33.9250,2.0,-999.0000,9.0,    304.9,2.0,   -999.0,9.0,    12.90,2.0,    27.13,2.0,     1.52,2.0,   2157.0,2.0,   2288.3,2.0,  -999.00,9.0,   2.5437
77,  35MF20030123,  SR03,4.0,1.0,9.0,2.0,20030131.0,-52.3,145.0, 3300,    198.4,   3.3760,  34.1170,2.0,  34.1290,2.0,    265.6,2.0,    264.8,2.0,    19.11,2.0,    29.69,2.0,     1.76,2.0,   2183.2,2.0,   2297.6,2.0,  -999.00,9.0,   3.3633
78,  35MF20030123,  SR03,4.0,1.0,8.0,2.0,20030131.0,-52.3,145.0, 3300,    249.3,   2.9380,  34.1360,2.0,-999.0000,9.0,    260.2,2.0,   -999.0,9.0,    23.09,2.0,    30.18,2.0,     1.83,2.0,   2187.0,2.0,   2300.9,2.0,  -999.00,9.0,   2.9228
79,  35MF20030123,  SR03,4.0,1.0,7.0,2.0,20030131.0,-52.3,145.0, 3300,    299.8,   2.8500,  34.1740,2.0,-999.0000,9.0,    249.0,2.0,   -999.0,9.0,    25.88,2.0,    31.40,2.0,     1.88,2.0,   2195.3,2.0,   2300.7,2.0,  -999.00,9.0,   2.8318
80,  35MF20030123,  SR03,4.0,1.0,6.0,2.0,20030131.0,-52.3,145.0, 3300,    399.4,   2.8470,  34.2720,2.0,-999.0000,9.0,    219.8,2.0,   -999.0,9.0,    33.34,2.0,    32.29,2.0,     1.93,2.0,   2211.5,2.0,   2306.9,2.0,  -999.00,9.0,   2.8224
81,  35MF20030123,  SR03,4.0,1.0,5.0,2.0,20030131.0,-52.3,145.0, 3300,    498.9,   2.7440,  34.3540,2.0,  34.3550,2.0,    199.6,2.0,    201.7,2.0,    41.18,2.0,    34.27,2.0,     2.06,2.0,   2227.4,2.0,   2315.1,2.0,  -999.00,9.0,   2.7133
82,  35MF20030123,  SR03,4.0,1.0,4.0,2.0,20030131.0,-52.3,145.0, 3300,    598.8,   2.6540,  34.4140,2.0,-999.0000,9.0,    188.6,2.0,   -999.0,9.0,    48.17,2.0,    34.86,2.0,     2.14,2.0,   2239.5,2.0,   2325.1,2.0,  -999.00,9.0,   2.6170
83,  35MF20030123,  SR03,4.0,1.0,3.0,2.0,20030131.0,-52.3,145.0, 3300,    800.5,   2.5370,  34.5480,2.0,-999.0000,9.0,    175.7,2.0,   -999.0,9.0,    58.00,2.0,    34.62,2.0,     2.10,2.0,   2249.5,2.0,   2336.0,2.0,  -999.00,9.0,   2.4868
84,  35MF20030123,  SR03,4.0,1.0,1.0,2.0,20030131.0,-52.3,145.0, 3300,   1002.6,   2.4450,  34.6360,2.0,  34.6360,2.0,    177.9,2.0,    176.3,2.0,    62.35,2.0,    33.66,2.0,     2.06,2.0,   2263.4,3.0,   2347.6,2.0,  -999.00,9.0,   2.3810
85,  35MF20030123,  SR03,4.0,1.0,2.0,2.0,20030131.0,-52.3,145.0, 3300,   1002.8,   2.4440,  34.6370,2.0,-999.0000,9.0,    177.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   2.3800
86,  35MF20030123,  SR03,5.0,1.0,19.0,2.0,20030201.0,-54.59,144.26, 2825,      3.2,   5.0480,  33.7420,2.0,  33.7560,2.0,    322.7,2.0,    322.6,2.0,     0.15,2.0,    23.20,2.0,     1.17,2.0,   2115.1,2.0,   2287.3,2.0,     0.59,2.0,   5.0478
87,  35MF20030123,  SR03,5.0,1.0,18.0,2.0,20030201.0,-54.59,144.26, 2825,     10.1,   5.0460,  33.7420,2.0,-999.0000,9.0,    323.6,2.0,   -999.0,9.0,     0.14,2.0,    21.87,2.0,     1.14,2.0,   2110.5,2.0,   2282.5,2.0,     0.60,2.0,   5.0452
88,  35MF20030123,  SR03,5.0,1.0,22.0,2.0,20030201.0,-54.59,144.26, 2825,     18.3,   5.0520,  33.7410,2.0,-999.0000,9.0,    322.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   5.0506
89,  35MF20030123,  SR03,5.0,1.0,17.0,2.0,20030201.0,-54.59,144.26, 2825,     20.3,   5.0510,  33.7420,2.0,  33.7320,2.0,    322.9,2.0,    323.0,2.0,     0.16,2.0,    22.68,2.0,     1.17,2.0,   2109.4,2.0,   2283.4,2.0,     0.58,2.0,   5.0495
90,  35MF20030123,  SR03,5.0,1.0,16.0,2.0,20030201.0,-54.59,144.26, 2825,     30.4,   5.0530,  33.7410,2.0,-999.0000,9.0,    322.5,2.0,   -999.0,9.0,     0.21,2.0,    22.43,2.0,     1.16,2.0,   2115.3,2.0,   2284.9,2.0,     0.55,2.0,   5.0507
91,  35MF20030123,  SR03,5.0,1.0,21.0,2.0,20030201.0,-54.59,144.26, 2825,     37.2,   5.0480,  33.7410,2.0,-999.0000,9.0,    322.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   5.0452
92,  35MF20030123,  SR03,5.0,1.0,15.0,2.0,20030201.0,-54.59,144.26, 2825,     40.7,   5.0050,  33.7400,2.0,-999.0000,9.0,    323.0,2.0,   -999.0,9.0,     0.13,2.0,    22.52,2.0,     1.18,2.0,   2118.9,2.0,   2287.5,2.0,     0.71,2.0,   5.0019
93,  35MF20030123,  SR03,5.0,1.0,14.0,2.0,20030201.0,-54.59,144.26, 2825,     51.4,   4.6200,  33.7490,2.0,  33.7380,2.0,    325.0,2.0,    324.8,2.0,     0.09,2.0,    22.98,2.0,     1.24,2.0,   2123.7,2.0,   2288.3,2.0,     0.76,2.0,   4.6163
94,  35MF20030123,  SR03,5.0,1.0,20.0,2.0,20030201.0,-54.59,144.26, 2825,     69.5,   4.1300,  33.7570,2.0,-999.0000,9.0,    325.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   4.1253
95,  35MF20030123,  SR03,5.0,1.0,13.0,2.0,20030201.0,-54.59,144.26, 2825,     75.4,   2.0130,  33.7990,2.0,-999.0000,9.0,    336.1,2.0,   -999.0,9.0,     7.21,2.0,    25.85,2.0,     1.80,2.0,   2149.8,2.0,   2288.3,2.0,     1.62,2.0,   2.0091
96,  35MF20030123,  SR03,5.0,1.0,12.0,2.0,20030201.0,-54.59,144.26, 2825,    103.0,   0.8410,  33.8440,2.0,-999.0000,9.0,    330.6,2.0,   -999.0,9.0,    18.43,2.0,    27.25,2.0,     1.80,2.0,   2168.8,2.0,   2294.7,2.0,     0.45,2.0,   0.8367
97,  35MF20030123,  SR03,5.0,1.0,11.0,2.0,20030201.0,-54.59,144.26, 2825,    124.5,   0.5320,  33.8960,2.0,-999.0000,9.0,    324.4,2.0,   -999.0,9.0,    20.57,2.0,    28.15,2.0,     1.83,2.0,   2176.4,2.0,   2296.0,2.0,     0.16,2.0,   0.5271
98,  35MF20030123,  SR03,5.0,1.0,10.0,2.0,20030201.0,-54.59,144.26, 2825,    147.0,   0.7850,  34.0230,2.0,-999.0000,9.0,    290.5,2.0,   -999.0,9.0,    29.92,2.0,    30.45,2.0,     1.92,2.0,   2196.9,2.0,   2303.9,2.0,  -999.00,9.0,   0.7788
99,  35MF20030123,  SR03,5.0,1.0,9.0,2.0,20030201.0,-54.59,144.26, 2825,    201.3,   2.1020,  34.3050,2.0,  34.2850,2.0,    208.9,2.0,    209.5,2.0,    44.20,2.0,    33.63,2.0,     2.14,2.0,   2239.5,2.0,   2321.1,2.0,  -999.00,9.0,   2.0912
100,  35MF20030123,  SR03,5.0,1.0,8.0,2.0,20030201.0,-54.59,144.26, 2825,    249.9,   2.2660,  34.3940,2.0,-999.0000,9.0,    189.9,2.0,   -999.0,9.0,    47.93,2.0,    33.63,2.0,     2.13,2.0,   2252.3,2.0,   2327.7,2.0,  -999.00,9.0,   2.2521
101,  35MF20030123,  SR03,5.0,1.0,7.0,2.0,20030201.0,-54.59,144.26, 2825,    302.1,   2.2730,  34.4580,2.0,-999.0000,9.0,    179.9,2.0,   -999.0,9.0,    55.86,2.0,    33.89,2.0,     2.18,2.0,   2260.4,2.0,   2335.2,2.0,  -999.00,9.0,   2.2560
102,  35MF20030123,  SR03,5.0,1.0,6.0,2.0,20030201.0,-54.59,144.26, 2825,    397.1,   2.2780,  34.5440,2.0,-999.0000,9.0,    173.5,2.0,   -999.0,9.0,    57.84,2.0,    33.59,2.0,     2.18,2.0,   2267.9,3.0,   2343.6,2.0,  -999.00,9.0,   2.2552
103,  35MF20030123,  SR03,5.0,1.0,5.0,2.0,20030201.0,-54.59,144.26, 2825,    500.3,   2.2730,  34.6010,2.0,  34.6020,2.0,    173.3,2.0,    172.8,2.0,    58.58,2.0,    33.90,2.0,     2.07,2.0,   2264.1,3.0,   2346.1,2.0,  -999.00,9.0,   2.2438
104,  35MF20030123,  SR03,5.0,1.0,4.0,2.0,20030201.0,-54.59,144.26, 2825,    596.7,   2.2600,  34.6450,2.0,-999.0000,9.0,    175.4,2.0,   -999.0,9.0,    64.02,2.0,    33.46,2.0,     2.05,2.0,   2268.6,3.0,   2349.8,2.0,  -999.00,9.0,   2.2248
105,  35MF20030123,  SR03,5.0,1.0,3.0,2.0,20030201.0,-54.59,144.26, 2825,    799.9,   2.1460,  34.7070,2.0,-999.0000,9.0,    182.0,2.0,   -999.0,9.0,    63.61,2.0,    31.45,2.0,     1.89,2.0,   2262.4,3.0,   2352.9,2.0,  -999.00,9.0,   2.0981
106,  35MF20030123,  SR03,5.0,1.0,1.0,2.0,20030201.0,-54.59,144.26, 2825,    999.6,   2.0230,  34.7390,2.0,  34.7790,2.0,    191.6,2.0,   -999.0,9.0,    67.62,2.0,    31.68,2.0,     1.89,2.0,   2264.4,3.0,   2361.9,2.0,  -999.00,9.0,   1.9624
107,  35MF20030123,  SR03,5.0,1.0,2.0,2.0,20030201.0,-54.59,144.26, 2825,   1000.5,   2.0230,  34.7390,2.0,-999.0000,9.0,    191.1,2.0,   -999.0,9.0,    68.77,2.0,    30.30,2.0,     1.88,2.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.9623
108,  35MF20030123,  SR03,5.0,1.0,24.0,2.0,20030201.0,-54.59,144.26, 2825,   1000.6,   2.0230,  34.7390,2.0,-999.0000,9.0,    191.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2271.4,3.0,   2367.0,2.0,  -999.00,9.0,   1.9623
109,  35MF20030123,  SR03,6.0,1.0,24.0,2.0,20030202.0,-57.3,143.34, 3488,      3.9,   4.5640,  33.7680,2.0,  33.7610,2.0,    320.5,2.0,    317.1,2.0,     1.07,2.0,    23.32,2.0,     1.19,2.0,   2121.7,2.0,   2280.9,2.0,     0.54,2.0,   4.5637
110,  35MF20030123,  SR03,6.0,1.0,23.0,2.0,20030202.0,-57.3,143.34, 3488,      9.2,   4.5570,  33.7680,2.0,-999.0000,9.0,    321.5,2.0,   -999.0,9.0,     0.91,2.0,    22.49,2.0,     1.15,2.0,   2108.3,2.0,   2268.1,2.0,     0.61,2.0,   4.5563
111,  35MF20030123,  SR03,6.0,1.0,22.0,2.0,20030202.0,-57.3,143.34, 3488,     34.3,   4.5530,  33.7680,2.0,-999.0000,9.0,    321.4,2.0,   -999.0,9.0,     0.91,2.0,    23.40,2.0,     1.24,2.0,   2109.8,2.0,   2268.2,2.0,     0.47,2.0,   4.5505
112,  35MF20030123,  SR03,6.0,1.0,21.0,2.0,20030202.0,-57.3,143.34, 3488,     49.2,   4.4330,  33.7650,2.0,  33.7720,2.0,    321.8,2.0,    325.6,2.0,     0.73,2.0,    23.61,2.0,     1.23,2.0,   2111.9,2.0,   2270.0,2.0,     0.72,2.0,   4.4295
113,  35MF20030123,  SR03,6.0,1.0,20.0,2.0,20030202.0,-57.3,143.34, 3488,     75.0,   1.0490,  33.8420,2.0,-999.0000,9.0,    328.5,2.0,   -999.0,9.0,    13.77,2.0,    27.53,2.0,     1.76,2.0,   2147.4,2.0,   2276.7,2.0,     0.81,2.0,   1.0458
114,  35MF20030123,  SR03,6.0,1.0,19.0,2.0,20030202.0,-57.3,143.34, 3488,     97.4,   0.6100,  33.8620,2.0,-999.0000,9.0,    325.3,2.0,   -999.0,9.0,    17.57,2.0,    28.30,2.0,     1.72,2.0,   2148.2,2.0,   2270.4,2.0,     0.34,2.0,   0.6061
115,  35MF20030123,  SR03,6.0,1.0,18.0,2.0,20030202.0,-57.3,143.34, 3488,    148.8,   1.6800,  34.1620,2.0,-999.0000,9.0,    254.1,2.0,   -999.0,9.0,    28.47,2.0,    32.78,2.0,     2.03,2.0,   2197.6,2.0,   2286.6,2.0,     0.03,2.0,   1.6726
116,  35MF20030123,  SR03,6.0,1.0,17.0,2.0,20030202.0,-57.3,143.34, 3488,    201.3,   2.0630,  34.2830,2.0,  34.3060,2.0,    216.7,2.0,    217.2,2.0,    43.66,2.0,    34.01,2.0,     2.11,2.0,   2219.3,2.0,   2299.0,2.0,  -999.00,9.0,   2.0522
117,  35MF20030123,  SR03,6.0,1.0,16.0,2.0,20030202.0,-57.3,143.34, 3488,    249.4,   2.2520,  34.3660,2.0,-999.0000,9.0,    196.5,2.0,   -999.0,9.0,    52.42,2.0,    35.07,2.0,     2.17,2.0,   2239.0,2.0,   2313.5,2.0,  -999.00,9.0,   2.2381
118,  35MF20030123,  SR03,6.0,1.0,15.0,2.0,20030202.0,-57.3,143.34, 3488,    300.0,   2.2840,  34.4320,2.0,-999.0000,9.0,    185.4,2.0,   -999.0,9.0,    57.64,2.0,    35.48,2.0,     2.22,2.0,   2258.3,2.0,   2326.2,2.0,  -999.00,9.0,   2.2671
119,  35MF20030123,  SR03,6.0,1.0,14.0,2.0,20030202.0,-57.3,143.34, 3488,    398.0,   2.3120,  34.5090,2.0,-999.0000,9.0,    177.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   2.2891
120,  35MF20030123,  SR03,6.0,1.0,13.0,2.0,20030202.0,-57.3,143.34, 3488,    498.4,   2.2830,  34.5730,2.0,  34.5680,2.0,    174.6,2.0,    174.1,2.0,    67.01,2.0,    34.81,2.0,     2.17,2.0,   2251.1,2.0,   2323.5,2.0,  -999.00,9.0,   2.2539
121,  35MF20030123,  SR03,6.0,1.0,12.0,2.0,20030202.0,-57.3,143.34, 3488,    600.3,   2.2830,  34.6260,2.0,-999.0000,9.0,    175.4,2.0,   -999.0,9.0,    61.49,2.0,    33.98,2.0,     2.12,2.0,   2252.8,2.0,   2330.0,2.0,  -999.00,9.0,   2.2474
122,  35MF20030123,  SR03,6.0,1.0,11.0,2.0,20030202.0,-57.3,143.34, 3488,    797.2,   2.1610,  34.6900,2.0,-999.0000,9.0,    177.7,2.0,   -999.0,9.0,    69.37,2.0,    32.99,2.0,     2.02,2.0,   2252.8,2.0,   2335.6,2.0,  -999.00,9.0,   2.1132
123,  35MF20030123,  SR03,6.0,1.0,10.0,2.0,20030202.0,-57.3,143.34, 3488,   1000.9,   2.0950,  34.7310,2.0,  34.7180,2.0,    184.8,2.0,    185.9,2.0,    72.04,2.0,    31.73,2.0,     1.96,2.0,   2246.5,2.0,   2335.4,2.0,  -999.00,9.0,   2.0338
124,  35MF20030123,  SR03,6.0,1.0,9.0,2.0,20030202.0,-57.3,143.34, 3488,   1251.8,   1.9160,  34.7540,2.0,-999.0000,9.0,    190.9,2.0,   -999.0,9.0,    75.96,2.0,    31.06,2.0,     1.91,2.0,   2259.1,2.0,   2352.3,2.0,  -999.00,9.0,   1.8386
125,  35MF20030123,  SR03,6.0,1.0,8.0,2.0,20030202.0,-57.3,143.34, 3488,   1499.2,   1.6940,  34.7580,2.0,-999.0000,9.0,    194.6,2.0,   -999.0,9.0,    83.03,2.0,    30.71,2.0,     1.86,2.0,   2247.6,2.0,   2344.4,2.0,  -999.00,9.0,   1.6009
126,  35MF20030123,  SR03,6.0,1.0,7.0,2.0,20030202.0,-57.3,143.34, 3488,   1748.5,   1.4910,  34.7540,2.0,-999.0000,9.0,    198.8,2.0,   -999.0,9.0,    85.73,2.0,    31.17,2.0,     1.91,2.0,   2250.8,2.0,   2348.9,2.0,  -999.00,9.0,   1.3816
127,  35MF20030123,  SR03,6.0,1.0,6.0,2.0,20030202.0,-57.3,143.34, 3488,   2024.0,   1.2440,  34.7440,2.0,  34.7330,2.0,    202.1,2.0,    203.9,2.0,    96.19,2.0,    31.47,2.0,     1.92,2.0,   2276.1,3.0,   2371.0,2.0,  -999.00,9.0,   1.1168
128,  35MF20030123,  SR03,6.0,1.0,5.0,2.0,20030202.0,-57.3,143.34, 3488,   2499.7,   0.8530,  34.7240,2.0,-999.0000,9.0,    205.4,2.0,   -999.0,9.0,   106.28,2.0,    32.22,2.0,     2.02,2.0,   2272.2,3.0,   2364.8,2.0,  -999.00,9.0,   0.6939
129,  35MF20030123,  SR03,6.0,1.0,4.0,2.0,20030202.0,-57.3,143.34, 3488,   3003.1,   0.5330,  34.7090,2.0,  34.7070,2.0,    212.2,2.0,    214.3,2.0,   117.48,2.0,    32.87,2.0,     2.05,2.0,   2262.5,2.0,   2355.0,2.0,  -999.00,9.0,   0.3372
130,  35MF20030123,  SR03,6.0,1.0,2.0,2.0,20030202.0,-57.3,143.34, 3488,   3449.9,   0.4660,  34.7040,2.0,-999.0000,9.0,    216.2,2.0,   -999.0,9.0,   121.85,2.0,    32.35,2.0,     2.00,2.0,   2261.6,2.0,   2355.1,2.0,  -999.00,9.0,   0.2307
131,  35MF20030123,  SR03,6.0,1.0,3.0,2.0,20030202.0,-57.3,143.34, 3488,   3449.9,   0.4670,  34.7040,2.0,-999.0000,9.0,    216.3,2.0,   -999.0,9.0,   124.78,2.0,    31.68,3.0,     1.90,3.0,   2263.6,2.0,   2356.8,2.0,  -999.00,9.0,   0.2317
132,  35MF20030123,  SR03,6.0,1.0,1.0,2.0,20030202.0,-57.3,143.34, 3488,   3450.4,   0.4670,  34.7040,2.0,  34.7310,2.0,    216.2,2.0,    211.1,2.0,   123.21,2.0,    32.97,2.0,     2.05,2.0,   2263.3,2.0,   2356.3,2.0,  -999.00,9.0,   0.2316
133,  35MF20030123,  SR03,7.0,1.0,19.0,2.0,20030203.0,-59.53,142.29, 4150,      4.0,   4.1410,  33.7650,2.0,  33.7800,2.0,    321.6,2.0,    320.7,2.0,     3.98,2.0,    25.03,2.0,     1.31,2.0,   2117.9,2.0,   2268.6,2.0,     0.26,2.0,   4.1407
134,  35MF20030123,  SR03,7.0,1.0,23.0,2.0,20030203.0,-59.53,142.29, 4150,      7.4,   4.1390,  33.7650,2.0,-999.0000,9.0,    322.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   4.1385
135,  35MF20030123,  SR03,7.0,1.0,18.0,2.0,20030203.0,-59.53,142.29, 4150,     11.0,   4.1400,  33.7650,2.0,-999.0000,9.0,    321.0,2.0,   -999.0,9.0,     3.75,2.0,    23.60,2.0,     1.19,2.0,   2117.5,2.0,   2268.0,2.0,     0.21,2.0,   4.1392
136,  35MF20030123,  SR03,7.0,1.0,17.0,2.0,20030203.0,-59.53,142.29, 4150,     20.2,   4.1430,  33.7650,2.0,  33.7980,2.0,    320.9,2.0,    319.2,2.0,     4.06,2.0,    25.38,2.0,     1.33,2.0,   2118.8,2.0,   2268.9,2.0,     0.24,2.0,   4.1416
137,  35MF20030123,  SR03,7.0,1.0,16.0,2.0,20030203.0,-59.53,142.29, 4150,     31.2,   4.1440,  33.7650,2.0,-999.0000,9.0,    320.6,2.0,   -999.0,9.0,     4.09,2.0,    25.34,2.0,     1.45,2.0,   2118.1,2.0,   2267.6,2.0,     0.26,2.0,   4.1419
138,  35MF20030123,  SR03,7.0,1.0,15.0,2.0,20030203.0,-59.53,142.29, 4150,     40.4,   4.1490,  33.7650,2.0,-999.0000,9.0,    318.1,2.0,   -999.0,9.0,     4.04,2.0,    25.24,2.0,     1.33,2.0,   2125.4,2.0,   2275.5,2.0,     0.18,2.0,   4.1462
139,  35MF20030123,  SR03,7.0,1.0,22.0,2.0,20030203.0,-59.53,142.29, 4150,     40.7,   4.1490,  33.7660,2.0,-999.0000,9.0,    318.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   4.1462
140,  35MF20030123,  SR03,7.0,1.0,24.0,2.0,20030203.0,-59.53,142.29, 4150,     52.0,   4.0890,  33.7660,2.0,-999.0000,9.0,    319.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   4.0855
141,  35MF20030123,  SR03,7.0,1.0,14.0,2.0,20030203.0,-59.53,142.29, 4150,     52.6,   4.0900,  33.7640,2.0,  33.7530,2.0,    318.5,2.0,    321.3,2.0,     3.83,2.0,    25.26,2.0,     1.31,2.0,   2127.7,2.0,   2278.5,2.0,     0.28,2.0,   4.0864
142,  35MF20030123,  SR03,7.0,1.0,13.0,2.0,20030203.0,-59.53,142.29, 4150,     74.0,   1.9010,  33.8510,2.0,-999.0000,9.0,    333.2,2.0,   -999.0,9.0,    14.12,2.0,    26.98,2.0,     1.55,2.0,   2157.9,2.0,   2290.8,2.0,     0.37,2.0,   1.8973
143,  35MF20030123,  SR03,7.0,1.0,21.0,2.0,20030203.0,-59.53,142.29, 4150,     74.9,   1.9560,  33.8540,2.0,-999.0000,9.0,    332.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.9522
144,  35MF20030123,  SR03,7.0,1.0,12.0,2.0,20030203.0,-59.53,142.29, 4150,    100.7,   0.2180,  33.8950,2.0,-999.0000,9.0,    331.8,2.0,   -999.0,9.0,    19.53,2.0,    28.77,2.0,     1.78,2.0,   2167.0,2.0,   2287.0,2.0,     0.40,2.0,   0.2143
145,  35MF20030123,  SR03,7.0,1.0,11.0,2.0,20030203.0,-59.53,142.29, 4150,    123.9,   0.1700,  33.9640,2.0,-999.0000,9.0,    315.9,2.0,   -999.0,9.0,    22.58,2.0,    30.02,2.0,     1.84,2.0,   2179.9,2.0,   2291.4,2.0,     0.20,2.0,   0.1655
146,  35MF20030123,  SR03,7.0,1.0,10.0,2.0,20030203.0,-59.53,142.29, 4150,    149.9,   1.5710,  34.2440,2.0,-999.0000,9.0,    226.7,2.0,   -999.0,9.0,    44.21,2.0,    34.59,2.0,     2.10,2.0,   2226.7,2.0,   2306.2,2.0,  -999.00,9.0,   1.5637
147,  35MF20030123,  SR03,7.0,1.0,20.0,2.0,20030203.0,-59.53,142.29, 4150,    151.2,   1.5870,  34.2470,2.0,-999.0000,9.0,    227.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.5796
148,  35MF20030123,  SR03,7.0,1.0,9.0,2.0,20030203.0,-59.53,142.29, 4150,    200.6,   2.0740,  34.3870,2.0,  34.3750,2.0,    191.3,2.0,    192.0,2.0,    54.89,2.0,    36.05,2.0,     2.24,2.0,   2238.4,2.0,   2307.0,2.0,  -999.00,9.0,   2.0632
149,  35MF20030123,  SR03,7.0,1.0,8.0,2.0,20030203.0,-59.53,142.29, 4150,    247.8,   2.1710,  34.4460,2.0,-999.0000,9.0,    181.8,2.0,   -999.0,9.0,    59.55,2.0,    35.98,2.0,     2.22,2.0,   2233.9,2.0,   2336.2,2.0,  -999.00,9.0,   2.1573
