,EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,CHLORA,CHLORA_FLAG_W,THETA
150,  35MF20030123,  SR03,7.0,1.0,7.0,2.0,20030203.0,-59.53,142.29, 4150,    298.3,   2.2130,  34.5030,2.0,-999.0000,9.0,    175.1,2.0,   -999.0,9.0,    63.00,2.0,    35.86,2.0,     2.21,2.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   2.1963
151,  35MF20030123,  SR03,7.0,1.0,6.0,2.0,20030203.0,-59.53,142.29, 4150,    399.0,   2.2380,  34.5750,2.0,-999.0000,9.0,    171.7,2.0,   -999.0,9.0,    65.15,2.0,    35.28,2.0,     2.18,2.0,   2247.5,2.0,   2328.5,2.0,  -999.00,9.0,   2.2152
152,  35MF20030123,  SR03,7.0,1.0,5.0,2.0,20030203.0,-59.53,142.29, 4150,    499.6,   2.2350,  34.6260,2.0,  34.6140,2.0,    172.5,2.0,    173.8,2.0,    67.14,2.0,    34.65,2.0,     2.13,2.0,   2249.3,2.0,   2329.4,2.0,  -999.00,9.0,   2.2060
153,  35MF20030123,  SR03,7.0,1.0,4.0,2.0,20030203.0,-59.53,142.29, 4150,    609.5,   2.2030,  34.6640,2.0,-999.0000,9.0,    175.7,2.0,   -999.0,9.0,    69.38,2.0,    33.84,2.0,     2.05,2.0,   2248.8,2.0,   2332.6,2.0,  -999.00,9.0,   2.1672
154,  35MF20030123,  SR03,7.0,1.0,3.0,2.0,20030203.0,-59.53,142.29, 4150,    799.4,   2.1340,  34.7180,2.0,-999.0000,9.0,    184.2,2.0,   -999.0,9.0,    68.28,2.0,    31.62,2.0,     1.90,2.0,   2242.3,2.0,   2334.3,2.0,  -999.00,9.0,   2.0862
155,  35MF20030123,  SR03,7.0,1.0,2.0,2.0,20030203.0,-59.53,142.29, 4150,   1000.7,   2.0310,  34.7440,2.0,-999.0000,9.0,    192.7,2.0,   -999.0,9.0,    74.96,2.0,    31.70,2.0,     1.94,2.0,   2244.3,2.0,   2340.5,2.0,  -999.00,9.0,   1.9703
156,  35MF20030123,  SR03,7.0,1.0,1.0,2.0,20030203.0,-59.53,142.29, 4150,   1000.7,   2.0310,  34.7440,2.0,  34.7720,2.0,    191.7,2.0,    189.6,2.0,    72.78,2.0,    31.66,2.0,     1.90,2.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.9703
157,  35MF20030123,  SR03,8.0,1.0,19.0,2.0,20030203.0,-62.3,141.55, 4160,      3.4,   2.6380,  33.7690,2.0,  33.7750,2.0,    325.4,2.0,    325.7,2.0,    19.19,2.0,    27.00,2.0,     1.60,2.0,   2135.5,2.0,   2270.9,2.0,     0.08,2.0,   2.6378
158,  35MF20030123,  SR03,8.0,1.0,18.0,2.0,20030203.0,-62.3,141.55, 4160,     10.1,   2.6360,  33.7710,2.0,-999.0000,9.0,    337.5,2.0,   -999.0,9.0,    19.48,2.0,    27.02,2.0,     1.59,2.0,   2138.4,2.0,   2272.4,2.0,     0.07,2.0,   2.6354
159,  35MF20030123,  SR03,8.0,1.0,17.0,2.0,20030203.0,-62.3,141.55, 4160,     19.9,   2.6360,  33.7730,2.0,  33.7760,2.0,    325.6,2.0,    325.6,2.0,    19.30,2.0,    27.06,2.0,     1.59,2.0,   2140.9,2.0,   2277.5,2.0,     0.07,2.0,   2.6349
160,  35MF20030123,  SR03,8.0,1.0,16.0,2.0,20030203.0,-62.3,141.55, 4160,     29.0,   2.6370,  33.7740,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    18.23,2.0,    27.03,2.0,     1.56,2.0,   2140.4,2.0,   2275.0,2.0,     0.07,2.0,   2.6354
161,  35MF20030123,  SR03,8.0,1.0,15.0,2.0,20030203.0,-62.3,141.55, 4160,     41.5,   2.6370,  33.7710,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    18.22,2.0,    26.95,2.0,     1.62,2.0,   2140.5,2.0,   2273.6,2.0,     0.07,2.0,   2.6347
162,  35MF20030123,  SR03,8.0,1.0,14.0,2.0,20030203.0,-62.3,141.55, 4160,     49.4,   2.5790,  33.7740,2.0,  33.7740,2.0,   -999.0,9.0,   -999.0,9.0,    19.31,2.0,    26.98,2.0,     1.61,2.0,   2143.1,2.0,   2275.6,2.0,     0.07,2.0,   2.5763
163,  35MF20030123,  SR03,8.0,1.0,23.0,2.0,20030203.0,-62.3,141.55, 4160,     49.8,   2.5990,-999.0000,9.0,-999.0000,9.0,    312.8,2.0,    312.8,2.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,-999.0000
164,  35MF20030123,  SR03,8.0,1.0,13.0,2.0,20030203.0,-62.3,141.55, 4160,     74.9,  -0.4630,  34.0090,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    23.75,2.0,    29.11,2.0,     1.76,2.0,   2160.8,2.0,   2282.1,2.0,     0.11,2.0,  -0.4653
165,  35MF20030123,  SR03,8.0,1.0,12.0,2.0,20030203.0,-62.3,141.55, 4160,     98.8,   0.5750,  34.3320,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    36.53,2.0,    32.48,2.0,     1.98,2.0,   2193.7,2.0,   2291.6,2.0,     0.44,2.0,   0.5710
166,  35MF20030123,  SR03,8.0,1.0,11.0,2.0,20030203.0,-62.3,141.55, 4160,    126.6,   1.8470,  34.4270,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    55.12,2.0,    35.83,2.0,     2.21,2.0,   2239.6,2.0,   2310.7,2.0,     0.24,2.0,   1.8405
167,  35MF20030123,  SR03,8.0,1.0,10.0,2.0,20030203.0,-62.3,141.55, 4160,    148.0,   2.0050,  34.4730,2.0,-999.0000,9.0,    178.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.9972
168,  35MF20030123,  SR03,8.0,1.0,9.0,2.0,20030203.0,-62.3,141.55, 4160,    203.0,   2.0190,  34.5230,2.0,  34.5240,2.0,    171.4,2.0,    175.0,2.0,    60.14,2.0,    35.66,2.0,     2.20,2.0,   2249.7,2.0,   2316.9,2.0,  -999.00,9.0,   2.0081
169,  35MF20030123,  SR03,8.0,1.0,8.0,2.0,20030203.0,-62.3,141.55, 4160,    251.3,   2.0560,  34.5710,2.0,-999.0000,9.0,    170.0,2.0,   -999.0,9.0,    61.38,2.0,    35.25,2.0,     2.19,2.0,   2252.2,2.0,   2323.1,2.0,  -999.00,9.0,   2.0423
170,  35MF20030123,  SR03,8.0,1.0,7.0,2.0,20030203.0,-62.3,141.55, 4160,    299.9,   2.0940,  34.6140,2.0,-999.0000,9.0,    174.0,2.0,   -999.0,9.0,    65.78,2.0,    34.57,2.0,     2.14,2.0,   2255.6,2.0,   2330.8,2.0,  -999.00,9.0,   2.0774
171,  35MF20030123,  SR03,8.0,1.0,6.0,2.0,20030203.0,-62.3,141.55, 4160,    401.0,   2.0870,  34.6610,2.0,-999.0000,9.0,    187.8,2.0,   -999.0,9.0,    67.34,2.0,    33.73,2.0,     2.08,2.0,   2252.5,2.0,   2332.3,2.0,  -999.00,9.0,   2.0645
172,  35MF20030123,  SR03,8.0,1.0,5.0,2.0,20030203.0,-62.3,141.55, 4160,    499.5,   2.0470,  34.6860,2.0,  34.7050,2.0,    182.5,2.0,    178.6,2.0,    69.45,2.0,    33.32,2.0,     2.01,2.0,   2250.2,2.0,   2332.5,2.0,  -999.00,9.0,   2.0187
173,  35MF20030123,  SR03,8.0,1.0,4.0,2.0,20030203.0,-62.3,141.55, 4160,    599.8,   2.0230,  34.7100,2.0,-999.0000,9.0,    189.8,2.0,   -999.0,9.0,    69.84,2.0,    32.43,2.0,     1.94,2.0,   2255.6,2.0,   2343.7,2.0,  -999.00,9.0,   1.9886
174,  35MF20030123,  SR03,8.0,1.0,3.0,2.0,20030203.0,-62.3,141.55, 4160,    799.0,   1.9130,  34.7360,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    71.93,2.0,    31.57,2.0,     1.92,2.0,   2248.6,2.0,   2341.1,2.0,  -999.00,9.0,   1.8666
175,  35MF20030123,  SR03,8.0,1.0,1.0,2.0,20030203.0,-62.3,141.55, 4160,   1004.2,   1.7620,  34.7510,2.0,  34.7450,2.0,    179.1,2.0,    179.1,2.0,    77.19,2.0,    31.30,2.0,     1.91,2.0,   2238.4,2.0,   2333.9,2.0,  -999.00,9.0,   1.7031
176,  35MF20030123,  SR03,8.0,1.0,24.0,2.0,20030203.0,-62.3,141.55, 4160,   1004.3,   1.7650,  34.7450,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,   1.7061
177,  35MF20030123,  SR03,8.0,1.0,2.0,2.0,20030203.0,-62.3,141.55, 4160,   1005.0,   1.7610,  34.7490,2.0,-999.0000,9.0,   -999.0,9.0,   -999.0,9.0,    78.59,2.0,    31.09,2.0,     1.90,2.0,   2248.7,2.0,   2346.3,2.0,  -999.00,9.0,   1.7021
178,  35MF20030123,  SR03,9.0,1.0,24.0,2.0,20030204.0,-64.0,141.55, 3692,      4.9,   2.1560,  33.8180,2.0,  33.8320,2.0,    322.5,2.0,    329.4,2.0,    24.19,2.0,    27.85,2.0,     1.60,2.0,   2144.0,2.0,   2278.1,2.0,     0.06,2.0,   2.1557
179,  35MF20030123,  SR03,9.0,1.0,23.0,2.0,20030204.0,-64.0,141.55, 3692,     11.2,   2.1780,  33.8180,2.0,-999.0000,9.0,    322.5,2.0,   -999.0,9.0,    24.06,2.0,    27.54,2.0,     1.61,2.0,   2147.3,2.0,   2277.9,2.0,     0.06,2.0,   2.1774
180,  35MF20030123,  SR03,9.0,1.0,22.0,2.0,20030204.0,-64.0,141.55, 3692,     29.6,   1.9260,  33.8250,2.0,-999.0000,9.0,    323.1,2.0,   -999.0,9.0,    23.64,2.0,    27.67,2.0,     1.65,2.0,   2142.0,2.0,   2273.7,2.0,     0.07,2.0,   1.9245
181,  35MF20030123,  SR03,9.0,1.0,21.0,2.0,20030204.0,-64.0,141.55, 3692,     49.7,  -0.5060,  34.0290,2.0,  34.0640,2.0,    320.2,2.0,    314.1,2.0,    31.18,2.0,    30.24,2.0,     1.81,2.0,   2176.0,2.0,   2289.7,2.0,     0.09,2.0,  -0.5075
182,  35MF20030123,  SR03,9.0,1.0,20.0,2.0,20030204.0,-64.0,141.55, 3692,     69.6,   1.0460,  34.3000,2.0,-999.0000,9.0,    239.8,2.0,   -999.0,9.0,    42.77,2.0,    33.50,2.0,     2.05,2.0,   2215.2,2.0,   2304.6,2.0,     0.40,2.0,   1.0429
183,  35MF20030123,  SR03,9.0,1.0,19.0,2.0,20030204.0,-64.0,141.55, 3692,     99.5,   1.8990,  34.4980,2.0,-999.0000,9.0,    183.0,2.0,   -999.0,9.0,    58.36,2.0,    35.35,2.0,     2.17,2.0,   2248.3,2.0,   2319.5,2.0,     0.33,2.0,   1.8939
184,  35MF20030123,  SR03,9.0,1.0,18.0,2.0,20030204.0,-64.0,141.55, 3692,    148.0,   1.9710,  34.5800,2.0,-999.0000,9.0,    174.4,2.0,   -999.0,9.0,    66.22,2.0,    35.09,2.0,     2.18,2.0,   2249.7,2.0,   2322.4,2.0,     0.03,2.0,   1.9632
185,  35MF20030123,  SR03,9.0,1.0,17.0,2.0,20030204.0,-64.0,141.55, 3692,    196.4,   2.0150,  34.6290,2.0,  34.6200,2.0,    174.2,2.0,    174.2,2.0,    68.62,2.0,    34.55,2.0,     2.11,2.0,   2253.3,2.0,   2328.2,2.0,  -999.00,9.0,   2.0045
186,  35MF20030123,  SR03,9.0,1.0,16.0,2.0,20030204.0,-64.0,141.55, 3692,    248.9,   2.0170,  34.6560,2.0,-999.0000,9.0,    176.0,2.0,   -999.0,9.0,    71.60,2.0,    34.02,2.0,     2.09,2.0,   2251.1,2.0,   2330.3,2.0,  -999.00,9.0,   2.0035
187,  35MF20030123,  SR03,9.0,1.0,15.0,2.0,20030204.0,-64.0,141.55, 3692,    298.0,   1.9680,  34.6740,2.0,-999.0000,9.0,    177.6,2.0,   -999.0,9.0,    69.97,2.0,    33.72,2.0,     2.01,2.0,   2252.4,2.0,   2334.5,2.0,  -999.00,9.0,   1.9518
188,  35MF20030123,  SR03,9.0,1.0,14.0,2.0,20030204.0,-64.0,141.55, 3692,    399.2,   1.9450,  34.7100,2.0,-999.0000,9.0,    181.9,2.0,   -999.0,9.0,    70.34,2.0,    32.82,2.0,     2.00,2.0,   2252.6,2.0,   2340.5,2.0,  -999.00,9.0,   1.9230
189,  35MF20030123,  SR03,9.0,1.0,13.0,2.0,20030204.0,-64.0,141.55, 3692,    498.4,   1.8860,  34.7280,2.0,  34.7210,2.0,    185.5,2.0,    185.7,2.0,    71.48,2.0,    32.40,2.0,     1.96,2.0,   2246.2,2.0,   2335.4,2.0,  -999.00,9.0,   1.8584
190,  35MF20030123,  SR03,9.0,1.0,12.0,2.0,20030204.0,-64.0,141.55, 3692,    600.0,   1.8480,  34.7470,2.0,-999.0000,9.0,    188.8,2.0,   -999.0,9.0,    71.26,2.0,    31.93,2.0,     1.91,2.0,   2246.8,2.0,   2340.7,2.0,  -999.00,9.0,   1.8144
191,  35MF20030123,  SR03,9.0,1.0,11.0,2.0,20030204.0,-64.0,141.55, 3692,    800.8,   1.6350,  34.7480,2.0,-999.0000,9.0,    193.3,2.0,   -999.0,9.0,    74.83,2.0,    31.72,2.0,     1.88,2.0,   2242.8,2.0,   2341.9,2.0,  -999.00,9.0,   1.5902
192,  35MF20030123,  SR03,9.0,1.0,10.0,2.0,20030204.0,-64.0,141.55, 3692,    999.9,   1.4860,  34.7530,2.0,  34.7640,2.0,    197.9,2.0,    198.5,2.0,    84.04,2.0,    31.40,2.0,     1.91,2.0,   2240.6,2.0,   2344.9,2.0,  -999.00,9.0,   1.4296
193,  35MF20030123,  SR03,9.0,1.0,9.0,2.0,20030204.0,-64.0,141.55, 3692,   1198.8,   1.3170,  34.7480,2.0,-999.0000,9.0,    199.8,2.0,   -999.0,9.0,    86.77,2.0,    31.62,2.0,     1.90,2.0,   2245.0,2.0,   2348.1,2.0,  -999.00,9.0,   1.2491
194,  35MF20030123,  SR03,9.0,1.0,8.0,2.0,20030204.0,-64.0,141.55, 3692,   1498.1,   1.0800,  34.7390,2.0,-999.0000,9.0,    203.5,2.0,   -999.0,9.0,    91.68,2.0,    31.90,2.0,     1.90,2.0,   2247.3,2.0,   2350.8,2.0,  -999.00,9.0,   0.9942
195,  35MF20030123,  SR03,9.0,1.0,7.0,2.0,20030204.0,-64.0,141.55, 3692,   1749.6,   0.8660,  34.7270,2.0,-999.0000,9.0,    205.5,2.0,   -999.0,9.0,    97.24,2.0,    32.29,2.0,     1.97,2.0,   2254.0,2.0,   2353.4,2.0,  -999.00,9.0,   0.7651
196,  35MF20030123,  SR03,9.0,1.0,6.0,2.0,20030204.0,-64.0,141.55, 3692,   1997.8,   0.6670,  34.7160,2.0,-999.0000,9.0,    208.4,2.0,    209.4,2.0,    99.12,2.0,    32.66,2.0,     1.99,2.0,   2259.3,2.0,   2356.8,2.0,  -999.00,9.0,   0.5509
197,  35MF20030123,  SR03,9.0,1.0,5.0,2.0,20030204.0,-64.0,141.55, 3692,   2498.8,   0.3210,  34.7000,2.0,-999.0000,9.0,    216.4,2.0,   -999.0,9.0,   106.52,2.0,    32.95,2.0,     1.99,2.0,   2256.4,2.0,   2351.8,2.0,  -999.00,9.0,   0.1722
198,  35MF20030123,  SR03,9.0,1.0,4.0,2.0,20030204.0,-64.0,141.55, 3692,   2997.3,   0.1140,  34.6920,2.0,  34.6840,2.0,    224.3,2.0,    224.5,2.0,   104.75,2.0,    32.90,2.0,     1.99,2.0,   2254.5,2.0,   2347.9,2.0,  -999.00,9.0,  -0.0718
199,  35MF20030123,  SR03,9.0,1.0,3.0,2.0,20030204.0,-64.0,141.55, 3692,   3498.0,  -0.0970,  34.6810,2.0,-999.0000,9.0,    235.6,2.0,   -999.0,9.0,   105.16,2.0,    32.96,2.0,     2.01,2.0,   2252.8,2.0,   2350.5,2.0,  -999.00,9.0,  -0.3223
200,  35MF20030123,  SR03,9.0,1.0,2.0,2.0,20030204.0,-64.0,141.55, 3692,   3605.8,  -0.2010,  34.6720,2.0,-999.0000,9.0,    241.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.4336
201,  35MF20030123,  SR03,9.0,1.0,1.0,2.0,20030204.0,-64.0,141.55, 3692,   3606.0,  -0.2010,  34.6720,2.0,  34.6650,2.0,    241.4,2.0,    238.6,2.0,   103.13,2.0,    32.48,2.0,     1.97,2.0,   2245.4,2.0,   2345.3,2.0,  -999.00,9.0,  -0.4336
202,  35MF20030123,  SR03,10.0,1.0,4.0,2.0,20030208.0,-66.03,138.32,  738,     10.4,  -0.3600,  34.0960,2.0,-999.0000,9.0,    355.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3603
203,  35MF20030123,  SR03,10.0,1.0,2.0,2.0,20030208.0,-66.03,138.32,  738,     12.1,  -0.3600,  34.0960,2.0,-999.0000,9.0,    354.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3604
204,  35MF20030123,  SR03,10.0,1.0,3.0,2.0,20030208.0,-66.03,138.32,  738,     12.3,  -0.3600,  34.0960,2.0,  34.1020,2.0,    355.1,2.0,   -999.0,9.0,    39.26,2.0,    26.28,2.0,     1.55,2.0,   2163.2,2.0,   2299.3,2.0,     0.65,2.0,  -0.3604
205,  35MF20030123,  SR03,10.0,1.0,1.0,2.0,20030208.0,-66.03,138.32,  738,     12.7,  -0.3610,  34.0960,2.0,-999.0000,9.0,    354.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3614
206,  35MF20030123,  SR03,10.0,1.0,6.0,2.0,20030208.0,-66.03,138.32,  738,     29.5,  -0.3630,  34.0960,2.0,-999.0000,9.0,    354.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3639
207,  35MF20030123,  SR03,10.0,1.0,5.0,2.0,20030208.0,-66.03,138.32,  738,     29.9,  -0.3630,  34.0960,2.0,-999.0000,9.0,    354.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3639
208,  35MF20030123,  SR03,10.0,1.0,21.0,2.0,20030208.0,-66.03,138.32,  738,     49.0,  -0.3620,  34.0960,2.0,-999.0000,9.0,    353.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3635
209,  35MF20030123,  SR03,10.0,1.0,24.0,2.0,20030208.0,-66.03,138.32,  738,     49.1,  -0.3630,  34.0960,2.0,-999.0000,9.0,    353.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3645
210,  35MF20030123,  SR03,10.0,1.0,22.0,2.0,20030208.0,-66.03,138.32,  738,     49.4,  -0.3620,  34.0960,2.0,-999.0000,9.0,    354.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3636
211,  35MF20030123,  SR03,10.0,1.0,23.0,2.0,20030208.0,-66.03,138.32,  738,     49.5,  -0.3640,  34.0960,2.0,-999.0000,9.0,    353.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3656
212,  35MF20030123,  SR03,10.0,1.0,20.0,2.0,20030208.0,-66.03,138.32,  738,     49.5,  -0.3620,  34.0960,2.0,  34.0880,2.0,    353.8,2.0,    353.2,2.0,    41.34,2.0,    26.25,2.0,     1.53,2.0,   2161.7,2.0,   2296.4,2.0,     0.67,2.0,  -0.3636
213,  35MF20030123,  SR03,10.0,1.0,7.0,2.0,20030208.0,-66.03,138.32,  738,     49.7,  -0.3620,  34.0960,2.0,-999.0000,9.0,    353.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3636
214,  35MF20030123,  SR03,10.0,1.0,8.0,2.0,20030208.0,-66.03,138.32,  738,     49.8,  -0.3610,  34.0960,2.0,-999.0000,9.0,    353.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.3626
215,  35MF20030123,  SR03,10.0,1.0,9.0,2.0,20030208.0,-66.03,138.32,  738,     74.9,  -0.7060,  34.2430,2.0,-999.0000,9.0,    336.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.7082
216,  35MF20030123,  SR03,10.0,1.0,10.0,2.0,20030208.0,-66.03,138.32,  738,     75.2,  -0.7030,  34.2410,2.0,-999.0000,9.0,    336.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.7052
217,  35MF20030123,  SR03,10.0,1.0,11.0,2.0,20030208.0,-66.03,138.32,  738,    100.0,  -0.7140,  34.3990,2.0,-999.0000,9.0,    337.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.7169
218,  35MF20030123,  SR03,10.0,1.0,19.0,2.0,20030208.0,-66.03,138.32,  738,    100.2,  -0.7170,  34.3990,2.0,-999.0000,9.0,    337.0,2.0,   -999.0,9.0,    40.77,2.0,    28.04,2.0,     1.74,2.0,   2201.5,2.0,   2321.1,2.0,     0.31,2.0,  -0.7199
219,  35MF20030123,  SR03,10.0,1.0,12.0,2.0,20030208.0,-66.03,138.32,  738,    101.2,  -0.7120,  34.3990,2.0,-999.0000,9.0,    337.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -0.7150
220,  35MF20030123,  SR03,10.0,1.0,18.0,2.0,20030208.0,-66.03,138.32,  738,    201.3,  -1.1660,  34.4680,2.0,  34.4650,2.0,    326.4,2.0,    327.6,2.0,    44.50,2.0,    29.47,2.0,     1.86,2.0,   2209.9,2.0,   2318.9,2.0,  -999.00,9.0,  -1.1714
221,  35MF20030123,  SR03,10.0,1.0,17.0,2.0,20030208.0,-66.03,138.32,  738,    401.2,  -1.5460,  34.5130,2.0,-999.0000,9.0,    305.3,2.0,   -999.0,9.0,    52.24,2.0,    31.24,2.0,     1.91,2.0,   2224.5,2.0,   2323.2,2.0,  -999.00,9.0,  -1.5562
222,  35MF20030123,  SR03,10.0,1.0,13.0,2.0,20030208.0,-66.03,138.32,  738,    492.4,  -1.5940,  34.5250,2.0,-999.0000,9.0,    306.3,2.0,   -999.0,9.0,    51.45,2.0,    31.36,2.0,     1.90,2.0,   2224.3,2.0,   2322.4,2.0,  -999.00,9.0,  -1.6068
223,  35MF20030123,  SR03,10.0,1.0,16.0,2.0,20030208.0,-66.03,138.32,  738,    545.8,  -1.5810,  34.5340,2.0,  34.5360,2.0,    302.3,2.0,    301.7,2.0,    56.15,2.0,    31.52,2.0,     1.82,2.0,   2226.1,2.0,   2322.9,2.0,  -999.00,9.0,  -1.5955
224,  35MF20030123,  SR03,10.0,1.0,15.0,2.0,20030208.0,-66.03,138.32,  738,    699.0,  -1.4620,  34.5710,2.0,-999.0000,9.0,    294.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   -999.0,9.0,   -999.0,9.0,  -999.00,9.0,  -1.4823
225,  35MF20030123,  SR03,10.0,1.0,14.0,2.0,20030208.0,-66.03,138.32,  738,    700.7,  -1.4660,  34.5710,2.0,-999.0000,9.0,    294.3,2.0,   -999.0,9.0,    58.02,2.0,    31.62,2.0,     1.95,2.0,   2227.0,2.0,   2324.1,2.0,  -999.00,9.0,  -1.4864
