,EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,THETA
0,  29HE20130320,1.0,1.0,1.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    331.6,   4.5240,  34.0753,2.0,    275.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2269.8,2.0,-999.0,9.0,  -999.00,   4.4995
1,  29HE20130320,1.0,1.0,2.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    332.2,   4.5136,  34.0760,2.0,    274.8,2.0,    274.9,2.0,    13.22,2.0,    24.94,2.0,     1.52,2.0,   2269.9,2.0,-999.0,9.0,  -999.00,   4.4890
2,  29HE20130320,1.0,1.0,3.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    300.0,   4.9767,  34.0292,2.0,    281.1,2.0,    280.5,2.0,     9.54,2.0,    23.80,2.0,     1.53,2.0,   2265.7,2.0,7.6964,2.0,    25.00,   4.9535
3,  29HE20130320,1.0,1.0,4.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    300.7,   4.9705,  34.0303,2.0,    280.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2265.8,2.0,-999.0,9.0,  -999.00,   4.9473
4,  29HE20130320,1.0,1.0,5.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    203.3,   5.4916,  33.9656,2.0,    281.6,2.0,    281.2,2.0,     7.12,2.0,    22.42,2.0,     1.51,2.0,   2265.1,2.0,7.7139,2.0,    25.00,   5.4752
5,  29HE20130320,1.0,1.0,6.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    201.5,   5.4932,  33.9652,2.0,    281.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2265.1,2.0,-999.0,9.0,  -999.00,   5.4770
6,  29HE20130320,1.0,1.0,7.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    152.9,   5.6999,  33.9338,2.0,    280.4,2.0,    279.5,2.0,     6.01,2.0,    21.87,2.0,     1.48,2.0,   2264.2,2.0,7.7136,2.0,    25.00,   5.6874
7,  29HE20130320,1.0,1.0,8.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    152.9,   5.7010,  33.9334,2.0,    280.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2263.9,2.0,-999.0,9.0,  -999.00,   5.6885
8,  29HE20130320,1.0,1.0,9.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    101.8,   6.4607,  33.9099,2.0,    273.9,2.0,    274.0,2.0,     4.73,2.0,    21.15,2.0,     1.42,2.0,   2257.4,2.0,7.7288,2.0,    25.00,   6.4518
9,  29HE20130320,1.0,1.0,10.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,    101.8,   6.4634,  33.9100,2.0,    273.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2257.7,2.0,-999.0,9.0,  -999.00,   6.4545
10,  29HE20130320,1.0,1.0,11.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,     37.0,   8.6381,  33.7720,2.0,    284.4,2.0,    285.0,2.0,     1.64,2.0,    12.55,2.0,     0.93,2.0,   2254.9,2.0,7.83,2.0,    25.00,   8.6343
11,  29HE20130320,1.0,1.0,12.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,     36.4,   8.6369,  33.7725,2.0,    284.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2254.9,2.0,-999.0,9.0,  -999.00,   8.6331
12,  29HE20130320,1.0,1.0,13.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      5.9,   8.7119,  33.7704,2.0,    285.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7113
13,  29HE20130320,1.0,1.0,14.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.3,   8.7113,  33.7705,2.0,    285.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7106
14,  29HE20130320,1.0,1.0,15.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.3,   8.7118,  33.7705,2.0,    285.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7111
15,  29HE20130320,1.0,1.0,16.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      5.7,   8.7105,  33.7706,2.0,    286.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7099
16,  29HE20130320,1.0,1.0,17.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.0,   8.7090,  33.7705,2.0,    285.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7084
17,  29HE20130320,1.0,1.0,18.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.2,   8.7091,  33.7702,2.0,    285.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7085
18,  29HE20130320,1.0,1.0,19.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.5,   8.7051,  33.7700,2.0,    285.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.1,2.0,-999.0,9.0,  -999.00,   8.7044
19,  29HE20130320,1.0,1.0,20.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      5.9,   8.7097,  33.7703,2.0,    285.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7091
20,  29HE20130320,1.0,1.0,21.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      5.7,   8.7069,  33.7705,2.0,    285.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7063
21,  29HE20130320,1.0,1.0,22.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      5.9,   8.7055,  33.7703,2.0,    285.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2256.2,2.0,-999.0,9.0,  -999.00,   8.7049
22,  29HE20130320,1.0,1.0,23.0,2.0,20130323.0,1143.0,-50.709,-57.002,  347,      6.2,   8.7039,  33.7701,2.0,    285.4,2.0,    285.4,2.0,     1.60,2.0,    12.36,2.0,     0.91,2.0,   2256.3,2.0,7.8313,2.0,    25.00,   8.7033
23,  29HE20130320,2.0,1.0,1.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    485.5,   3.8662,  34.1109,2.0,    275.9,2.0,    275.4,2.0,    17.39,2.0,    27.05,2.0,     1.80,2.0,   2277.2,2.0,7.6657,2.0,    25.00,   3.8322
24,  29HE20130320,2.0,1.0,2.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    486.5,   3.8652,  34.1111,2.0,    275.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2277.2,2.0,-999.0,9.0,  -999.00,   3.8311
25,  29HE20130320,2.0,1.0,3.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    405.8,   4.1799,  34.1025,2.0,    281.5,2.0,    281.0,2.0,    13.86,2.0,    25.88,2.0,     1.74,2.0,   2276.8,2.0,7.6805,2.0,    25.00,   4.1507
26,  29HE20130320,2.0,1.0,4.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    411.5,   4.1710,  34.1038,2.0,    287.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2276.9,2.0,-999.0,9.0,  -999.00,   4.1414
27,  29HE20130320,2.0,1.0,5.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    304.0,   4.3992,  34.0985,2.0,    287.2,2.0,    287.0,2.0,    11.33,2.0,    24.80,2.0,     1.64,2.0,   2274.7,2.0,7.6993,2.0,    25.00,   4.3771
28,  29HE20130320,2.0,1.0,6.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    304.1,   4.3959,  34.0984,2.0,    287.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2274.7,2.0,-999.0,9.0,  -999.00,   4.3738
29,  29HE20130320,2.0,1.0,7.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    204.0,   4.5106,  34.0821,2.0,    285.8,2.0,    285.1,2.0,    10.66,2.0,    24.47,2.0,     1.60,2.0,   2272.9,2.0,7.6937,2.0,    25.00,   4.4957
30,  29HE20130320,2.0,1.0,8.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    203.3,   4.5091,  34.0822,2.0,    285.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2273.0,2.0,-999.0,9.0,  -999.00,   4.4943
31,  29HE20130320,2.0,1.0,9.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    153.9,   4.8714,  34.0833,2.0,    293.7,2.0,    293.6,2.0,     7.09,2.0,    23.32,2.0,     1.48,2.0,   2274.1,2.0,7.7126,2.0,    25.00,   4.8598
32,  29HE20130320,2.0,1.0,10.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    152.8,   4.8737,  34.0831,2.0,    293.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2274.1,2.0,-999.0,9.0,  -999.00,   4.8622
33,  29HE20130320,2.0,1.0,11.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    101.2,   6.6327,  34.0335,2.0,    294.5,2.0,    294.3,2.0,     2.80,2.0,    19.74,2.0,     1.31,2.0,   2268.9,2.0,7.7545,2.0,    25.00,   6.6237
34,  29HE20130320,2.0,1.0,12.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,    101.6,   6.6232,  34.0335,2.0,    294.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2268.9,2.0,-999.0,9.0,  -999.00,   6.6142
35,  29HE20130320,2.0,1.0,13.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,     50.7,   7.5401,  33.9963,2.0,    299.0,2.0,    299.4,2.0,     1.67,2.0,    17.38,2.0,     1.08,2.0,   2270.7,2.0,7.7955,2.0,    25.00,   7.5353
36,  29HE20130320,2.0,1.0,14.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,     51.5,   7.5401,  33.9963,2.0,    299.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.7,2.0,-999.0,9.0,  -999.00,   7.5352
37,  29HE20130320,2.0,1.0,15.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.1,   7.7156,  33.9884,2.0,    298.5,2.0,    299.2,2.0,     1.78,2.0,    17.24,2.0,     0.99,2.0,   2270.5,2.0,7.7985,2.0,    25.00,   7.7151
38,  29HE20130320,2.0,1.0,16.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.2,   7.7140,  33.9886,2.0,    300.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.5,2.0,-999.0,9.0,  -999.00,   7.7135
39,  29HE20130320,2.0,1.0,17.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.1,   7.7157,  33.9886,2.0,    301.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.5,2.0,-999.0,9.0,  -999.00,   7.7152
40,  29HE20130320,2.0,1.0,18.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      4.5,   7.7136,  33.9888,2.0,    301.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.6,2.0,-999.0,9.0,  -999.00,   7.7132
41,  29HE20130320,2.0,1.0,19.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.0,   7.7135,  33.9890,2.0,    300.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.6,2.0,-999.0,9.0,  -999.00,   7.7130
42,  29HE20130320,2.0,1.0,20.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.2,   7.7167,  33.9885,2.0,    301.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.5,2.0,-999.0,9.0,  -999.00,   7.7162
43,  29HE20130320,2.0,1.0,21.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.1,   7.7140,  33.9886,2.0,    301.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.5,2.0,-999.0,9.0,  -999.00,   7.7135
44,  29HE20130320,2.0,1.0,22.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      5.2,   7.7050,  33.9888,2.0,    300.9,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.6,2.0,-999.0,9.0,  -999.00,   7.7045
45,  29HE20130320,2.0,1.0,23.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      4.8,   7.6930,  33.9896,2.0,    301.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.6,2.0,-999.0,9.0,  -999.00,   7.6925
46,  29HE20130320,2.0,1.0,24.0,2.0,20130323.0,1740.0,-50.103,-56.476,  501,      4.8,   7.7046,  33.9892,2.0,    301.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2270.6,2.0,-999.0,9.0,  -999.00,   7.7041
47,  29HE20130320,3.0,1.0,1.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    729.2,   3.2485,  34.2188,2.0,    232.8,2.0,    235.1,2.0,    34.26,2.0,    31.06,2.0,     2.10,2.0,   2293.2,2.0,7.6149,2.0,    25.00,   3.1995
48,  29HE20130320,3.0,1.0,2.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    729.5,   3.2486,  34.2188,2.0,    232.5,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2293.2,2.0,-999.0,9.0,  -999.00,   3.1995
49,  29HE20130320,3.0,1.0,3.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    709.8,   3.2558,  34.2171,2.0,    233.4,2.0,    234.0,2.0,    34.15,2.0,    31.07,2.0,     2.08,2.0,   2293.2,2.0,7.6123,2.0,    25.00,   3.2081
50,  29HE20130320,3.0,1.0,4.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    710.2,   3.2566,  34.2169,2.0,    233.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2293.2,2.0,-999.0,9.0,  -999.00,   3.2089
51,  29HE20130320,3.0,1.0,5.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    606.6,   3.4917,  34.1754,2.0,    248.9,2.0,    251.7,2.0,    26.91,2.0,    29.63,2.0,     1.97,2.0,   2289.1,2.0,7.6352,2.0,    25.00,   3.4504
52,  29HE20130320,3.0,1.0,6.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    606.9,   3.4938,  34.1752,2.0,    249.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2289.0,2.0,-999.0,9.0,  -999.00,   3.4524
53,  29HE20130320,3.0,1.0,7.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    505.7,   3.5439,  34.1204,2.0,    269.7,2.0,    270.1,2.0,    20.18,2.0,    27.89,2.0,     1.85,2.0,   2282.9,2.0,7.6597,2.0,    25.00,   3.5097
54,  29HE20130320,3.0,1.0,8.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    505.0,   3.5479,  34.1207,2.0,    269.8,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2282.9,2.0,-999.0,9.0,  -999.00,   3.5137
55,  29HE20130320,3.0,1.0,9.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    404.8,   3.8977,  34.1090,2.0,    281.8,2.0,    282.4,2.0,    15.54,2.0,    26.41,2.0,     1.74,2.0,   2282.4,2.0,7.6822,2.0,    25.00,   3.8695
56,  29HE20130320,3.0,1.0,10.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    405.7,   3.8980,  34.1089,2.0,    281.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2282.4,2.0,-999.0,9.0,  -999.00,   3.8697
57,  29HE20130320,3.0,1.0,11.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    306.4,   4.1892,  34.1077,2.0,    290.1,2.0,    289.7,2.0,    12.44,2.0,    25.26,2.0,     1.65,2.0,   2279.6,2.0,7.6986,2.0,    25.00,   4.1674
58,  29HE20130320,3.0,1.0,12.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    306.6,   4.1865,  34.1075,2.0,    289.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2279.6,2.0,-999.0,9.0,  -999.00,   4.1647
59,  29HE20130320,3.0,1.0,13.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    201.9,   4.5289,  34.1112,2.0,    294.3,2.0,    294.6,2.0,     9.65,2.0,    24.03,2.0,     1.54,2.0,   2274.8,2.0,7.7109,2.0,    25.00,   4.5141
60,  29HE20130320,3.0,1.0,14.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    201.9,   4.5340,  34.1107,2.0,    294.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2274.9,2.0,-999.0,9.0,  -999.00,   4.5192
61,  29HE20130320,3.0,1.0,15.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    153.7,   4.6515,  34.0983,2.0,    295.0,2.0,    294.7,2.0,     8.52,2.0,    23.77,2.0,     1.51,2.0,   2275.3,2.0,7.7129,2.0,    25.00,   4.6402
62,  29HE20130320,3.0,1.0,16.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    155.3,   4.6503,  34.0992,2.0,    294.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2275.3,2.0,-999.0,9.0,  -999.00,   4.6389
63,  29HE20130320,3.0,1.0,17.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    101.2,   5.2565,  34.0699,2.0,    295.4,2.0,    294.5,2.0,     5.29,2.0,    22.62,2.0,     1.47,2.0,   2274.4,2.0,7.7308,2.0,    25.00,   5.2486
64,  29HE20130320,3.0,1.0,18.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,    101.8,   5.2270,  34.0692,2.0,    294.3,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2274.4,2.0,-999.0,9.0,  -999.00,   5.2191
65,  29HE20130320,3.0,1.0,19.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,     49.9,   7.9013,  34.0008,2.0,    296.8,2.0,    296.7,2.0,     0.87,2.0,    15.89,2.0,     0.92,2.0,   2273.3,2.0,7.8253,2.0,    25.00,   7.8964
66,  29HE20130320,3.0,1.0,20.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,     50.1,   7.9009,  34.0009,2.0,    296.4,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2273.3,2.0,-999.0,9.0,  -999.00,   7.8960
67,  29HE20130320,3.0,1.0,21.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,      7.1,   7.9985,  34.0002,2.0,    296.7,2.0,    297.0,2.0,     0.82,2.0,    16.00,2.0,     0.96,2.0,   2275.5,2.0,7.826,2.0,    25.00,   7.9978
68,  29HE20130320,3.0,1.0,22.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,      7.1,   7.9984,  34.0001,2.0,    296.6,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2271.1,2.0,-999.0,9.0,  -999.00,   7.9977
69,  29HE20130320,3.0,1.0,23.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,      7.1,   7.9985,  34.0002,2.0,    296.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2271.1,2.0,-999.0,9.0,  -999.00,   7.9978
70,  29HE20130320,3.0,1.0,24.0,2.0,20130323.0,2342.0,-49.506,-55.956,  744,      7.3,   7.9988,  34.0002,2.0,    296.5,2.0,    296.9,2.0,     0.82,2.0,    16.13,2.0,     1.00,2.0,   2271.0,2.0,7.8267,2.0,    25.00,   7.9981
71,  29HE20130320,4.0,1.0,1.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,   1205.3,   2.5566,  34.5340,2.0,    171.3,2.0,    170.6,2.0,    76.45,2.0,    34.64,2.0,     2.33,2.0,   2327.4,2.0,7.5491,2.0,    25.00,   2.4769
72,  29HE20130320,4.0,1.0,2.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,   1204.1,   2.5566,  34.5342,2.0,    171.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2327.4,2.0,-999.0,9.0,  -999.00,   2.4770
73,  29HE20130320,4.0,1.0,3.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,   1014.5,   3.1369,  34.3178,2.0,    205.6,2.0,    205.9,2.0,    46.21,2.0,    33.23,2.0,     2.24,2.0,   2312.3,2.0,7.5793,2.0,    25.00,   3.0671
74,  29HE20130320,4.0,1.0,4.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,   1013.9,   3.1367,  34.3178,2.0,    206.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2312.3,2.0,-999.0,9.0,  -999.00,   3.0670
75,  29HE20130320,4.0,1.0,5.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    909.1,   3.3220,  34.2674,2.0,    219.3,2.0,    218.8,2.0,    38.42,2.0,    31.77,2.0,     2.16,2.0,   2306.8,2.0,7.5981,2.0,    25.00,   3.2590
76,  29HE20130320,4.0,1.0,6.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    808.8,   3.5592,  34.2364,2.0,    230.0,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2302.7,2.0,-999.0,9.0,  -999.00,   3.5023
77,  29HE20130320,4.0,1.0,7.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    809.0,   3.5591,  34.2363,2.0,    230.0,2.0,    229.7,2.0,    32.32,2.0,    30.49,2.0,     2.04,2.0,   2302.7,2.0,7.616,2.0,    25.00,   3.5022
78,  29HE20130320,4.0,1.0,8.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    707.0,   3.7018,  34.1989,2.0,    244.2,2.0,    243.8,2.0,    27.30,2.0,    29.24,2.0,     1.96,2.0,   2300.2,2.0,7.6333,2.0,    25.00,   3.6519
79,  29HE20130320,4.0,1.0,9.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    603.9,   3.7797,  34.1804,2.0,    251.5,2.0,    250.8,2.0,    24.67,2.0,    28.78,2.0,     1.91,2.0,   2297.9,2.0,7.6471,2.0,    25.00,   3.7372
80,  29HE20130320,4.0,1.0,10.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    603.5,   3.7794,  34.1805,2.0,    251.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2297.9,2.0,-999.0,9.0,  -999.00,   3.7369
81,  29HE20130320,4.0,1.0,11.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    505.0,   3.8875,  34.1601,2.0,    261.1,2.0,    260.1,2.0,    21.05,2.0,    27.62,2.0,     1.81,2.0,   2291.6,2.0,7.6564,2.0,    25.00,   3.8519
82,  29HE20130320,4.0,1.0,12.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    402.2,   3.9658,  34.1459,2.0,    268.2,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2289.3,2.0,-999.0,9.0,  -999.00,   3.9375
83,  29HE20130320,4.0,1.0,13.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    402.3,   3.9675,  34.1457,2.0,    268.1,2.0,    269.5,2.0,    18.68,2.0,    26.95,2.0,     1.77,2.0,   2289.3,2.0,7.6685,2.0,    25.00,   3.9392
84,  29HE20130320,4.0,1.0,14.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    300.5,   4.1288,  34.1272,2.0,    279.7,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2285.2,2.0,-999.0,9.0,  -999.00,   4.1075
85,  29HE20130320,4.0,1.0,15.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    302.2,   4.1206,  34.1277,2.0,    279.8,2.0,    278.9,2.0,    14.93,2.0,    26.05,2.0,     1.70,2.0,   2285.2,2.0,7.6857,2.0,    25.00,   4.0992
86,  29HE20130320,4.0,1.0,16.0,2.0,20130324.0,613.0,-48.906,-55.434, 1220,    202.2,   4.3800,  34.1194,2.0,    289.1,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,   2282.1,2.0,-999.0,9.0,  -999.00,   4.3655
