,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,THETA
125,  61TG20030217,  SR03,4.0,1.0,6.0,6.0,2.0,20030305.0,350.0,-63.2506,140.0002, 3810,   2030.8,   0.4830,  34.6870,2.0,  34.6917,2.0,    211.2,2.0,   118.70,2.0,    32.10,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.3674
126,  61TG20030217,  SR03,4.0,1.0,5.0,5.0,2.0,20030305.0,350.0,-63.2506,140.0002, 3810,   2540.0,   0.2050,  34.6760,2.0,  34.6825,2.0,    220.2,2.0,   122.00,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.0552
127,  61TG20030217,  SR03,4.0,1.0,4.0,4.0,2.0,20030305.0,350.0,-63.2506,140.0002, 3810,   3051.0,  -0.0190,  34.6660,2.0,  34.6721,2.0,    228.5,2.0,   119.50,2.0,    32.00,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.2064
128,  61TG20030217,  SR03,4.0,1.0,3.0,3.0,2.0,20030305.0,350.0,-63.2506,140.0002, 3810,   3564.0,  -0.3130,  34.6430,2.0,  34.6488,2.0,    245.0,2.0,   102.90,2.0,    31.80,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.5386
129,  61TG20030217,  SR03,4.0,1.0,1.0,1.0,2.0,20030305.0,350.0,-63.2506,140.0002, 3810,   3806.4,  -0.4470,  34.6320,2.0,-999.0000,9.0,    252.2,2.0,    99.90,2.0,    31.49,2.0,     0.01,2.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.6914
130,  61TG20030217,  SR03,3.0,1.0,24.0,24.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,      9.5,   1.9110,  33.7830,2.0,  33.7909,2.0,   -999.0,9.0,    28.80,2.0,    26.44,2.0,     0.36,2.0,     -999,9.0,   2145.5,2.0,     0.34,2.0,     0.09,2.0,   1.9105
131,  61TG20030217,  SR03,3.0,1.0,23.0,23.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     20.0,   1.9090,  33.7820,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.9080
132,  61TG20030217,  SR03,3.0,1.0,22.0,22.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     30.8,   1.9090,  33.7830,2.0,  33.7916,2.0,   -999.0,9.0,    28.90,2.0,    26.34,2.0,     0.36,2.0,     -999,9.0,   2145.2,2.0,     0.35,2.0,     0.04,2.0,   1.9075
133,  61TG20030217,  SR03,3.0,1.0,21.0,21.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     39.4,   1.7560,  33.8090,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.7541
134,  61TG20030217,  SR03,3.0,1.0,20.0,20.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     50.6,   0.7690,  33.9760,2.0,-999.0000,9.0,   -999.0,9.0,    36.30,2.0,    27.86,2.0,     0.24,2.0,     -999,9.0,   2166.7,2.0,     0.54,2.0,     0.05,2.0,   0.7669
135,  61TG20030217,  SR03,3.0,1.0,19.0,19.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     59.9,   0.2290,  34.1160,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.2268
136,  61TG20030217,  SR03,3.0,1.0,18.0,18.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,     81.9,   0.7580,  34.2930,2.0,  34.3232,2.0,    249.7,2.0,    56.60,2.0,    31.67,2.0,     0.13,2.0,     -999,9.0,   2217.1,2.0,     0.71,2.0,     0.19,2.0,   0.7546
137,  61TG20030217,  SR03,3.0,1.0,17.0,17.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    100.7,   1.2850,  34.4130,2.0,  34.4254,2.0,    213.0,2.0,    64.50,2.0,    33.17,2.0,     0.13,2.0,     -999,9.0,   2233.9,2.0,     0.75,2.0,     0.32,2.0,   1.2803
138,  61TG20030217,  SR03,3.0,1.0,16.0,16.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    126.1,   1.7650,  34.5100,2.0,  34.5180,2.0,    181.2,2.0,    72.40,2.0,    34.62,2.0,     0.18,2.0,     -999,9.0,   2251.8,2.0,     0.35,2.0,     0.21,2.0,   1.7586
139,  61TG20030217,  SR03,3.0,1.0,15.0,15.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    151.2,   1.7740,  34.5500,2.0,  34.5532,2.0,    178.7,2.0,    75.10,2.0,    34.56,2.0,     0.14,2.0,     -999,9.0,   2250.9,2.0,     0.24,2.0,     0.13,2.0,   1.7663
140,  61TG20030217,  SR03,3.0,1.0,14.0,14.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    205.1,   1.9130,  34.6010,2.0,  34.6067,2.0,    172.7,2.0,    77.90,2.0,    34.19,2.0,     0.01,2.0,     -999,9.0,   2254.9,2.0,     0.03,2.0,     0.03,2.0,   1.9022
141,  61TG20030217,  SR03,3.0,1.0,13.0,13.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    253.2,   1.8820,  34.6260,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.8686
142,  61TG20030217,  SR03,3.0,1.0,12.0,12.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    305.3,   1.9200,  34.6540,2.0,  34.6630,2.0,    177.1,2.0,    80.30,2.0,    32.90,2.0,  -999.00,9.0,     -999,9.0,   2212.2,4.0,     0.01,2.0,     0.01,2.0,   1.9035
143,  61TG20030217,  SR03,3.0,1.0,11.0,11.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    404.5,   1.7730,  34.6720,2.0,-999.0000,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.7513
144,  61TG20030217,  SR03,3.0,1.0,10.0,10.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    506.8,   1.7670,  34.6940,2.0,  34.7004,2.0,    229.4,2.0,    83.40,2.0,    31.90,2.0,  -999.00,9.0,     -999,9.0,   2249.8,2.0,  -999.00,9.0,  -999.00,9.0,   1.7394
145,  61TG20030217,  SR03,3.0,1.0,2.0,2.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,    706.6,   1.7070,  34.7230,2.0,  34.7299,2.0,    191.1,2.0,    86.90,2.0,    31.10,2.0,  -999.00,9.0,     -999,9.0,   2246.6,2.0,  -999.00,9.0,  -999.00,9.0,   1.6677
146,  61TG20030217,  SR03,3.0,1.0,8.0,8.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   1011.6,   1.5080,  34.7320,2.0,-999.0000,9.0,    196.9,2.0,    92.80,2.0,    30.70,2.0,  -999.00,9.0,     -999,9.0,   2248.4,2.0,  -999.00,9.0,  -999.00,9.0,   1.4507
147,  61TG20030217,  SR03,3.0,1.0,7.0,7.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   1523.5,   1.1000,  34.7190,2.0,  34.7285,2.0,    202.7,2.0,   105.90,2.0,    31.20,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.0122
148,  61TG20030217,  SR03,3.0,1.0,6.0,6.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   2030.2,   0.7200,  34.6990,2.0,  34.6681,2.0,    208.2,2.0,   116.20,2.0,    31.90,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.6008
149,  61TG20030217,  SR03,3.0,1.0,5.0,5.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   2538.2,   0.3580,  34.6820,2.0,  34.6898,2.0,    215.9,2.0,   125.00,2.0,    32.20,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.2054
150,  61TG20030217,  SR03,3.0,1.0,4.0,4.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   3049.2,   0.1520,  34.6740,2.0,-999.0000,9.0,    222.9,2.0,   124.90,2.0,    32.20,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.0391
151,  61TG20030217,  SR03,3.0,1.0,3.0,3.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   3563.8,  -0.0720,  34.6630,2.0,  34.6707,2.0,    231.8,2.0,   121.40,2.0,    32.10,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.3040
152,  61TG20030217,  SR03,3.0,1.0,1.0,1.0,2.0,20030305.0,1135.0,-62.5036,140.0031, 3935,   3971.6,  -0.2970,  34.6390,2.0,  34.6494,2.0,    245.1,2.0,   107.10,2.0,    31.64,2.0,     0.06,2.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.5617
153,  61TG20030217,  SR03,2.0,1.0,24.0,24.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,     10.2,   2.9480,  33.8050,2.0,  33.8109,2.0,    324.0,2.0,    17.50,2.0,    25.57,2.0,     0.33,2.0,     -999,9.0,   2141.4,2.0,     0.11,2.0,     0.03,2.0,   2.9474
154,  61TG20030217,  SR03,2.0,1.0,22.0,22.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,     31.7,   2.7440,  33.8120,2.0,  33.8208,2.0,    328.5,2.0,    17.10,2.0,    25.49,2.0,     0.31,2.0,     -999,9.0,   2142.6,2.0,     0.23,2.0,     0.01,2.0,   2.7422
155,  61TG20030217,  SR03,2.0,1.0,20.0,20.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,     47.9,   2.4520,  33.8140,2.0,  33.8263,2.0,    330.1,2.0,    17.30,2.0,    25.50,2.0,     0.30,2.0,     -999,9.0,   2144.0,2.0,     0.28,2.0,     0.02,2.0,   2.4494
156,  61TG20030217,  SR03,2.0,1.0,18.0,18.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,     80.3,  -0.5110,  33.9420,2.0,  33.9624,2.0,    332.8,2.0,    28.90,2.0,    28.21,2.0,     0.19,2.0,     -999,9.0,   2169.3,2.0,     0.30,2.0,     0.06,2.0,  -0.5134
157,  61TG20030217,  SR03,2.0,1.0,17.0,17.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,     99.6,   0.3190,  34.1340,2.0,  34.1113,2.0,    283.9,2.0,    41.40,2.0,    31.11,2.0,     0.29,2.0,     -999,9.0,   2194.5,2.0,     0.47,2.0,     0.20,2.0,   0.3152
158,  61TG20030217,  SR03,2.0,1.0,16.0,16.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    125.9,   1.5820,  34.3440,2.0,-999.0000,9.0,    204.3,2.0,    60.00,2.0,    34.77,2.0,     0.03,2.0,     -999,9.0,   2240.8,2.0,     0.27,2.0,     0.13,2.0,   1.5758
159,  61TG20030217,  SR03,2.0,1.0,15.0,15.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    151.3,   2.0010,  34.4360,2.0,  34.4392,2.0,    183.9,2.0,    66.10,2.0,    35.30,2.0,  -999.00,9.0,     -999,9.0,   2246.7,2.0,     0.03,2.0,     0.02,2.0,   1.9930
160,  61TG20030217,  SR03,2.0,1.0,14.0,14.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    203.3,   2.1510,  34.5120,2.0,  34.5194,2.0,    173.0,2.0,    71.10,2.0,    35.00,2.0,  -999.00,9.0,     -999,9.0,   2252.1,2.0,     0.01,2.0,     0.01,2.0,   2.1399
161,  61TG20030217,  SR03,2.0,1.0,12.0,12.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    303.0,   2.1530,  34.5960,2.0,  34.6044,2.0,    171.3,2.0,    75.90,2.0,    33.90,2.0,  -999.00,9.0,     -999,9.0,   2254.4,2.0,     0.01,2.0,     0.01,2.0,   2.1361
162,  61TG20030217,  SR03,2.0,1.0,10.0,10.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    506.4,   2.0850,  34.6800,2.0,  34.6854,2.0,    178.6,2.0,    79.50,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   2250.4,2.0,  -999.00,9.0,  -999.00,9.0,   2.0562
163,  61TG20030217,  SR03,2.0,1.0,2.0,2.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,    708.9,   1.9430,  34.7160,2.0,  34.7240,2.0,    185.6,2.0,    82.40,2.0,    31.40,2.0,  -999.00,9.0,     -999,9.0,   2248.6,2.0,  -999.00,9.0,  -999.00,9.0,   1.9022
164,  61TG20030217,  SR03,2.0,1.0,8.0,8.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   1011.6,   1.7570,  34.7350,2.0,  34.7427,2.0,    193.0,2.0,    87.30,2.0,    30.60,2.0,  -999.00,9.0,     -999,9.0,   2249.0,2.0,  -999.00,9.0,  -999.00,9.0,   1.6977
165,  61TG20030217,  SR03,2.0,1.0,7.0,7.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   1517.8,   1.3180,  34.7280,2.0,  34.7358,2.0,    200.6,2.0,    99.90,2.0,    31.00,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.2280
166,  61TG20030217,  SR03,2.0,1.0,6.0,6.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   2030.1,   0.9410,  34.7100,2.0,  34.7171,2.0,    205.0,2.0,   111.10,2.0,    31.60,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.8182
167,  61TG20030217,  SR03,2.0,1.0,5.0,5.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   2539.5,   0.5620,  34.6910,2.0,  34.6986,2.0,    211.4,2.0,   120.60,2.0,    32.20,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.4053
168,  61TG20030217,  SR03,2.0,1.0,4.0,4.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   3049.5,   0.2910,  34.6790,2.0,  34.6864,2.0,    219.3,2.0,   125.90,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.0966
169,  61TG20030217,  SR03,2.0,1.0,3.0,3.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   3563.9,   0.0940,  34.6700,2.0,  34.6782,2.0,    226.1,2.0,   126.90,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.1424
170,  61TG20030217,  SR03,2.0,1.0,1.0,1.0,2.0,20030305.0,1835.0,-61.7483,140.0094, 4307,   4353.8,  -0.3080,  34.6360,2.0,  34.6449,2.0,    246.6,2.0,   109.00,2.0,    31.70,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.6107
171,  61TG20030217,  SR03,1.0,1.0,24.0,24.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,     10.6,   3.6000,  33.7810,2.0,  33.7887,2.0,    321.4,2.0,     4.50,2.0,    24.33,2.0,     0.27,2.0,     -999,9.0,   2127.9,2.0,     0.14,2.0,     0.01,2.0,   3.5993
172,  61TG20030217,  SR03,1.0,1.0,22.0,22.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,     30.5,   3.6000,  33.7850,2.0,  33.7928,2.0,    321.8,2.0,     4.60,2.0,    24.23,2.0,     0.27,2.0,     -999,9.0,   2126.7,2.0,     0.14,2.0,     0.01,2.0,   3.5981
173,  61TG20030217,  SR03,1.0,1.0,20.0,20.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,     49.6,   3.4770,  33.7860,2.0,  33.7971,2.0,    325.1,2.0,     3.80,2.0,    24.33,2.0,     0.27,2.0,     -999,9.0,   2128.7,2.0,     0.39,2.0,     0.04,2.0,   3.4739
174,  61TG20030217,  SR03,1.0,1.0,18.0,18.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,     80.1,   0.5470,  33.8670,2.0,  33.8732,2.0,    336.4,2.0,    16.20,2.0,    26.87,2.0,     0.23,2.0,     -999,9.0,   2152.4,2.0,     0.81,2.0,     0.25,2.0,   0.5439
175,  61TG20030217,  SR03,1.0,1.0,17.0,17.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    101.2,   0.1100,  33.9180,2.0,  33.9151,2.0,    325.8,2.0,    23.60,2.0,    28.24,2.0,     0.26,2.0,     -999,9.0,   2164.3,2.0,     0.68,2.0,     0.18,2.0,   0.1064
176,  61TG20030217,  SR03,1.0,1.0,16.0,16.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    125.7,   0.5120,  34.0280,2.0,  34.0299,2.0,    292.8,2.0,    32.50,2.0,    30.70,2.0,     0.10,2.0,     -999,9.0,   2186.2,2.0,     0.22,2.0,     0.10,2.0,   0.5070
177,  61TG20030217,  SR03,1.0,1.0,15.0,15.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    151.1,   1.9050,  34.2670,2.0,  34.2739,2.0,    213.7,2.0,    50.80,2.0,    34.38,2.0,     0.02,2.0,     -999,9.0,   2222.1,2.0,     0.15,2.0,     0.02,2.0,   1.8972
178,  61TG20030217,  SR03,1.0,1.0,14.0,14.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    202.6,   2.1370,  34.3700,2.0,  34.3759,2.0,    189.6,2.0,    59.60,2.0,    35.19,2.0,     0.01,2.0,     -999,9.0,   2239.5,2.0,     0.08,2.0,     0.02,2.0,   2.1260
179,  61TG20030217,  SR03,1.0,1.0,12.0,12.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    303.4,   2.2600,  34.4810,2.0,  34.4877,2.0,    174.0,2.0,    67.90,2.0,    35.20,2.0,  -999.00,9.0,     -999,9.0,   2249.8,2.0,     0.08,2.0,     0.02,2.0,   2.2429
180,  61TG20030217,  SR03,1.0,1.0,10.0,10.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    505.4,   2.2100,  34.6090,2.0,  34.6018,2.0,    171.9,2.0,    75.30,2.0,    33.70,2.0,  -999.00,9.0,     -999,9.0,   2254.8,2.0,  -999.00,9.0,  -999.00,9.0,   2.1808
181,  61TG20030217,  SR03,1.0,1.0,2.0,2.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,    708.3,   2.1390,  34.6800,2.0,  34.6870,2.0,    178.6,2.0,    78.40,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   2250.7,2.0,  -999.00,9.0,  -999.00,9.0,   2.0972
182,  61TG20030217,  SR03,1.0,1.0,8.0,8.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   1013.0,   1.9720,  34.7270,2.0,  34.7344,2.0,    188.8,2.0,    82.40,2.0,    30.80,2.0,  -999.00,9.0,     -999,9.0,   2247.2,2.0,  -999.00,9.0,  -999.00,9.0,   1.9109
183,  61TG20030217,  SR03,1.0,1.0,7.0,7.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   1520.1,   1.5860,  34.7380,2.0,  34.7439,2.0,    197.7,2.0,    93.20,2.0,    30.60,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.4926
184,  61TG20030217,  SR03,1.0,1.0,6.0,6.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   2029.1,   1.1480,  34.7210,2.0,  34.7252,2.0,    202.8,2.0,   106.20,2.0,    31.20,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   1.0220
185,  61TG20030217,  SR03,1.0,1.0,5.0,5.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   2539.6,   0.7480,  34.7000,2.0,  34.7061,2.0,    208.3,2.0,   117.30,2.0,    32.00,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.5877
186,  61TG20030217,  SR03,1.0,1.0,4.0,4.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   3050.7,   0.4110,  34.6830,2.0,  34.6907,2.0,    215.9,2.0,   124.50,2.0,    32.30,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,   0.2138
187,  61TG20030217,  SR03,1.0,1.0,3.0,3.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   3562.7,   0.2000,  34.6750,2.0,  34.6809,2.0,    224.0,2.0,   128.40,2.0,    32.40,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.0391
188,  61TG20030217,  SR03,1.0,1.0,1.0,1.0,2.0,20030306.0,348.0,-61.0002,140.0, 4385,   4377.8,  -0.1270,  34.6540,2.0,  34.6600,2.0,    237.3,2.0,   120.30,2.0,    32.00,2.0,  -999.00,9.0,     -999,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,  -0.4379
